time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
2036.286018,16.619975,33.729493,0.556956,1.071603,1.6512e-02,1.001212,1,True,True,True,True
2036.292962,16.651062,32.777445,0.555457,1.041356,1.6946e-02,0.972987,1,True,True,True,True
2036.299907,16.632005,33.357844,0.556904,1.059796,1.6695e-02,0.990252,1,True,True,True,True
2036.306852,16.607678,34.113701,0.557606,1.083810,1.6346e-02,1.012727,1,True,True,True,True
2036.313796,16.617759,33.798435,0.556947,1.073794,1.6478e-02,1.003404,1,True,True,True,True
2036.320741,16.641071,33.080451,0.554938,1.050983,1.6775e-02,0.982124,1,True,True,True,True
2036.327685,16.612002,33.978097,0.556662,1.079502,1.6383e-02,1.008810,1,True,True,True,True
2036.334630,16.610865,34.013699,0.560209,1.080633,1.6470e-02,1.009904,1,True,True,True,True
2036.341575,16.603453,34.246720,0.558304,1.088036,1.6302e-02,1.016859,1,True,True,True,True
2036.348519,16.624320,33.594802,0.556068,1.067324,1.6552e-02,0.997538,1,True,True,True,True
2036.355464,16.591495,34.625976,0.557886,1.100085,1.6112e-02,1.028194,1,True,True,True,True
2036.362408,16.615305,33.874895,0.556513,1.076223,1.6428e-02,1.005927,1,True,True,True,True
2036.369353,16.623786,33.611329,0.556597,1.067849,1.6560e-02,0.998137,1,True,True,True,True
2036.376298,16.584568,34.847600,0.559261,1.107126,1.6049e-02,1.034887,1,True,True,True,True
2036.383242,16.610491,34.025441,0.556322,1.081006,1.6350e-02,1.010507,1,True,True,True,True
2036.390187,16.563184,35.540741,0.559461,1.129148,1.5741e-02,1.055548,1,True,True,True,False
2036.397131,16.599186,34.381561,0.557675,1.092320,1.6220e-02,1.021157,1,True,True,True,True
2036.404076,16.575219,35.148947,0.562533,1.116700,1.6004e-02,1.043987,1,True,True,True,True
2036.411021,16.576068,35.121485,0.559644,1.115828,1.5935e-02,1.043209,1,True,True,True,True
2036.417965,16.592891,34.581485,0.558904,1.098671,1.6162e-02,1.027206,1,True,True,True,True
2036.424910,16.589673,34.684115,0.562018,1.101932,1.6204e-02,1.030292,1,True,True,True,True
2036.431855,16.592470,34.594889,0.560179,1.099097,1.6193e-02,1.027679,1,True,True,True,True
2036.438799,16.589459,34.690958,0.558155,1.102149,1.6089e-02,1.030570,1,True,True,True,True
2036.445744,16.600780,34.331116,0.557642,1.090717,1.6243e-02,1.019917,1,True,True,True,True
2036.452688,16.578294,35.049556,0.557845,1.113542,1.5916e-02,1.041298,1,True,True,True,True
2036.459633,16.569477,35.335319,0.559012,1.122621,1.5820e-02,1.049825,1,True,True,True,True
2036.466578,16.572734,35.229502,0.562496,1.119259,1.5967e-02,1.046719,1,True,True,True,True
2036.473522,16.615531,33.867842,0.555994,1.075999,1.6417e-02,1.006299,1,True,True,True,True
2036.480467,16.586675,34.780033,0.557352,1.104979,1.6025e-02,1.033440,1,True,True,True,True
2036.487411,16.606915,34.137688,0.556828,1.084572,1.6311e-02,1.014390,1,True,True,True,True
2036.494356,16.596147,34.477929,0.560490,1.095381,1.6256e-02,1.024537,1,True,True,True,True
2036.501301,16.574548,35.170674,0.558350,1.117390,1.5875e-02,1.045160,1,True,True,True,True
2036.508245,16.571005,35.285636,0.558407,1.121043,1.5825e-02,1.048614,1,True,True,True,True
2036.515190,16.578598,35.039725,0.560825,1.113230,1.6005e-02,1.041344,1,True,True,True,True
2036.522134,16.597706,34.428458,0.556393,1.093810,1.6161e-02,1.023215,1,True,True,True,True
2036.529079,16.569484,35.335116,0.558460,1.122615,1.5805e-02,1.050198,1,True,True,True,True
2036.536024,16.614640,33.895663,0.555288,1.076883,1.6382e-02,1.007453,1,True,True,True,True
2036.542968,16.574357,35.176864,0.558253,1.117587,1.5870e-02,1.045570,1,True,True,True,True
2036.549913,16.587130,34.765469,0.560274,1.104517,1.6116e-02,1.033380,1,True,True,True,True
2036.556857,16.567118,35.412204,0.558116,1.125064,1.5761e-02,1.052642,1,True,True,True,True
2036.563802,16.573144,35.216184,0.558431,1.118836,1.5857e-02,1.046853,1,True,True,True,True
2036.570747,16.582937,34.899986,0.557785,1.108790,1.5982e-02,1.037491,1,True,True,True,True
2036.577691,16.591915,34.612590,0.558111,1.099660,1.6125e-02,1.028984,1,True,True,True,True
2036.584636,16.604168,34.224172,0.556618,1.087319,1.6264e-02,1.017474,1,True,True,True,True
2036.591580,16.594007,34.545945,0.556738,1.097542,1.6116e-02,1.027077,1,True,True,True,True
2036.598525,16.599098,34.384350,0.556429,1.092408,1.6183e-02,1.022310,1,True,True,True,True
2036.605470,16.588571,34.719357,0.556772,1.103052,1.6036e-02,1.032307,1,True,True,True,True
2036.612414,16.564316,35.503683,0.561585,1.127970,1.5818e-02,1.055666,1,True,True,True,False
2036.619359,16.576972,35.092249,0.558205,1.114899,1.5907e-02,1.043470,1,True,True,True,True
2036.626304,16.594805,34.520578,0.557467,1.096736,1.6149e-02,1.026508,1,True,True,True,True
2036.633248,16.609957,34.042174,0.559564,1.081537,1.6437e-02,1.012319,1,True,True,True,True
2036.640193,16.617763,33.798310,0.554774,1.073790,1.6414e-02,1.005103,1,True,True,True,True
2036.647137,16.562592,35.560122,0.557971,1.129763,1.5691e-02,1.057535,1,True,True,True,False
2036.654082,16.572117,35.249524,0.557930,1.119895,1.5828e-02,1.048336,1,True,True,True,True
2036.661027,16.588885,34.709314,0.556713,1.102733,1.6039e-02,1.032307,1,True,True,True,True
