time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
2036.286018,16.246953,47.557473,0.582400,0.978647,1.2246e-02,0.988803,1,True,True,True,True
2036.292962,16.253390,47.276368,0.581284,0.972862,1.2295e-02,0.982958,1,True,True,True,True
2036.299907,16.229426,48.331411,0.585419,0.994573,1.2113e-02,1.004894,1,True,True,True,True
2036.306852,16.226891,48.444420,0.582915,0.996898,1.2033e-02,1.007244,1,True,True,True,True
2036.313796,16.228090,48.390943,0.583462,0.995798,1.2057e-02,1.006132,1,True,True,True,True
2036.320741,16.228949,48.352677,0.583472,0.995010,1.2067e-02,1.005337,1,True,True,True,True
2036.327685,16.242408,47.756977,0.581372,0.982752,1.2174e-02,0.992951,1,True,True,True,True
2036.334630,16.240891,47.823757,0.581379,0.984126,1.2157e-02,0.994339,1,True,True,True,True
2036.341575,16.246294,47.586331,0.581657,0.979240,1.2223e-02,0.989403,1,True,True,True,True
2036.348519,16.253119,47.288170,0.580778,0.973105,1.2282e-02,0.983204,1,True,True,True,True
2036.355464,16.226829,48.447164,0.582321,0.996955,1.2020e-02,1.007301,1,True,True,True,True
2036.362408,16.243602,47.704475,0.581878,0.981672,1.2198e-02,0.991859,1,True,True,True,True
2036.369353,16.249528,47.444821,0.581460,0.976328,1.2255e-02,0.986461,1,True,True,True,True
2036.376298,16.227535,48.415684,0.582758,0.996307,1.2037e-02,1.006647,1,True,True,True,True
2036.383242,16.247197,47.546768,0.580598,0.978426,1.2211e-02,0.988580,1,True,True,True,True
2036.390187,16.251975,47.338018,0.580883,0.974131,1.2271e-02,0.984240,1,True,True,True,True
2036.397131,16.232786,48.182094,0.581750,0.991500,1.2074e-02,1.001790,1,True,True,True,True
2036.404076,16.243014,47.730337,0.580997,0.982204,1.2172e-02,0.992397,1,True,True,True,True
2036.411021,16.245749,47.610222,0.581123,0.979732,1.2206e-02,0.989900,1,True,True,True,True
2036.417965,16.243459,47.710781,0.584854,0.981801,1.2258e-02,0.991990,1,True,True,True,True
2036.424910,16.244120,47.681717,0.580888,0.981203,1.2183e-02,0.991386,1,True,True,True,True
2036.431855,16.241066,47.816060,0.581226,0.983968,1.2155e-02,0.994179,1,True,True,True,True
2036.438799,16.229339,48.335306,0.584159,0.994653,1.2086e-02,1.004975,1,True,True,True,True
2036.445744,16.253147,47.286953,0.580518,0.973080,1.2276e-02,0.983178,1,True,True,True,True
2036.452688,16.250168,47.416847,0.580780,0.975753,1.2248e-02,0.985879,1,True,True,True,True
2036.459633,16.236954,47.997474,0.582207,0.987701,1.2130e-02,0.997951,1,True,True,True,True
