time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328506,11.546493,3609.131160,2.199925,1.003497,6.0954e-04,1.000960,1,True,True,True,True
1325.349340,11.546579,3608.846604,2.204667,1.003418,6.1091e-04,1.000921,1,True,True,True,True
1325.370174,11.545676,3611.849835,2.211864,1.004253,6.1239e-04,1.001794,1,True,True,True,True
1325.391008,11.547946,3604.304365,2.217597,1.002155,6.1526e-04,0.999741,1,True,True,True,True
1325.411841,11.546420,3609.376569,2.221365,1.003566,6.1544e-04,1.001188,1,True,True,True,True
1325.432675,11.545847,3611.281632,2.226398,1.004095,6.1651e-04,1.001756,1,True,True,True,True
1325.453509,11.548132,3603.688586,2.229442,1.001984,6.1866e-04,0.999689,1,True,True,True,True
1325.474343,11.547513,3605.744601,2.235564,1.002556,6.2000e-04,1.000300,1,True,True,True,True
1325.495177,11.547921,3604.387144,2.240898,1.002178,6.2171e-04,0.999963,1,True,True,True,True
1325.516011,11.547275,3606.532272,2.244914,1.002775,6.2246e-04,1.000598,1,True,True,True,True
1325.536845,11.547930,3604.357207,2.250339,1.002170,6.2434e-04,1.000034,1,True,True,True,True
1325.557679,11.548126,3603.707260,2.257676,1.001989,6.2649e-04,0.999894,1,True,True,True,True
1325.578513,11.547951,3604.290027,2.262297,1.002151,6.2767e-04,1.000095,1,True,True,True,True
1325.599347,11.546932,3607.674184,2.267258,1.003092,6.2845e-04,1.001074,1,True,True,True,True
1325.620181,11.549515,3599.099684,2.270713,1.000708,6.3091e-04,0.998735,1,True,True,True,True
1325.641014,11.547671,3605.218517,2.273712,1.002409,6.3067e-04,1.000473,1,True,True,True,True
1325.661848,11.548460,3602.600177,2.275278,1.001681,6.3157e-04,0.999786,1,True,True,True,True
1325.682682,11.547024,3607.367935,2.277321,1.003007,6.3130e-04,1.001149,1,True,True,True,True
1325.703516,11.548257,3603.272600,2.279414,1.001868,6.3260e-04,1.000052,1,True,True,True,True
1325.724350,11.546830,3608.010581,2.283734,1.003186,6.3296e-04,1.001407,1,True,True,True,True
1325.745184,11.548715,3601.752749,2.289229,1.001446,6.3559e-04,0.999710,1,True,True,True,True
1325.766018,11.546110,3610.404035,2.296972,1.003851,6.3621e-04,1.002152,1,True,True,True,True
1325.786852,11.547864,3604.578023,2.303755,1.002231,6.3912e-04,1.000574,1,True,True,True,True
1325.807686,11.548865,3601.256506,2.310756,1.001308,6.4165e-04,0.999692,1,True,True,True,True
1325.828519,11.549385,3599.531824,2.316621,1.000828,6.4359e-04,0.999253,1,True,True,True,True
1325.849353,11.547579,3605.524913,2.322992,1.002495,6.4429e-04,1.000957,1,True,True,True,True
1325.870187,11.548710,3601.771602,2.324092,1.001451,6.4526e-04,0.999955,1,True,True,True,True
1325.891021,11.550021,3597.424770,2.322835,1.000242,6.4569e-04,0.998788,1,True,True,True,True
1325.911855,11.548247,3603.304916,2.323324,1.001877,6.4478e-04,1.000460,1,True,True,True,True
1325.932689,11.547739,3604.994190,2.325985,1.002347,6.4521e-04,1.000969,1,True,True,True,True
1325.953523,11.547015,3607.398718,2.328634,1.003016,6.4552e-04,1.001677,1,True,True,True,True
1325.974357,11.548602,3602.128584,2.331038,1.001550,6.4713e-04,1.000253,1,True,True,True,True
1325.995191,11.548779,3601.541775,2.336041,1.001387,6.4862e-04,1.000130,1,True,True,True,True
1326.016024,11.549663,3598.611631,2.343125,1.000572,6.5112e-04,0.999357,1,True,True,True,True
1326.036858,11.549349,3599.650125,2.351616,1.000861,6.5329e-04,0.999685,1,True,True,True,True
1326.057692,11.550662,3595.299820,2.355548,0.999652,6.5517e-04,0.998516,1,True,True,True,True
1326.078526,11.549670,3598.587197,2.360459,1.000566,6.5594e-04,0.999469,1,True,True,True,True
1326.099360,11.549255,3599.962425,2.364706,1.000948,6.5687e-04,0.999891,1,True,True,True,True
1326.120194,11.548377,3602.875957,2.370028,1.001758,6.5782e-04,1.000740,1,True,True,True,True
1326.141028,11.551030,3594.081084,2.372501,0.999313,6.6011e-04,0.998337,1,True,True,True,True
1326.161862,11.549830,3598.058035,2.375630,1.000418,6.6025e-04,0.999482,1,True,True,True,True
1326.182695,11.547067,3607.223134,2.379129,1.002967,6.5955e-04,1.002068,1,True,True,True,True
1326.203529,11.548946,3600.988516,2.380107,1.001233,6.6096e-04,1.000376,1,True,True,True,True
1326.224363,11.548678,3601.875543,2.381560,1.001480,6.6120e-04,1.000662,1,True,True,True,True
1326.245197,11.548784,3601.524286,2.385267,1.001382,6.6229e-04,1.000605,1,True,True,True,True
1326.266031,11.549010,3600.776268,2.386357,1.001174,6.6273e-04,1.000437,1,True,True,True,True
1326.286865,11.550046,3597.342012,2.387964,1.000219,6.6381e-04,0.999522,1,True,True,True,True
1326.307699,11.549123,3600.399364,2.390506,1.001069,6.6396e-04,1.000412,1,True,True,True,True
1326.328533,11.549284,3599.866678,2.396469,1.000921,6.6571e-04,1.000304,1,True,True,True,True
1326.349366,11.548487,3602.509722,2.400430,1.001656,6.6632e-04,1.001078,1,True,True,True,True
1326.370200,11.549595,3598.834915,2.406654,1.000634,6.6873e-04,1.000097,1,True,True,True,True
1326.391034,11.549336,3599.694346,2.413303,1.000873,6.7042e-04,1.000376,1,True,True,True,True
1326.411868,11.550408,3596.142238,2.422792,0.999886,6.7372e-04,0.999428,1,True,True,True,True
1326.432702,11.553231,3586.802480,2.429746,0.997289,6.7741e-04,0.996873,1,True,True,True,True
1326.453536,11.551711,3591.829451,2.436385,0.998687,6.7831e-04,0.998310,1,True,True,True,True
1326.474370,11.550569,3595.608243,2.442611,0.999737,6.7933e-04,0.999400,1,True,True,True,True
1326.495204,11.549474,3599.236911,2.449334,1.000746,6.8051e-04,1.000448,1,True,True,True,True
1326.516037,11.548863,3601.261744,2.457851,1.001309,6.8250e-04,1.001051,1,True,True,True,True
1326.536871,11.550016,3597.439528,2.468754,1.000246,6.8625e-04,1.000029,1,True,True,True,True
1326.557705,11.550687,3595.216621,2.477522,0.999628,6.8912e-04,0.999451,1,True,True,True,True
1326.578539,11.551165,3593.636920,2.484647,0.999189,6.9140e-04,0.999051,1,True,True,True,True
1326.599373,11.549307,3599.790098,2.491692,1.000900,6.9218e-04,1.000802,1,True,True,True,True
1326.620207,11.550749,3595.013050,2.497746,0.999572,6.9478e-04,0.999514,1,True,True,True,True
1326.641041,11.551516,3592.474829,2.501923,0.998866,6.9643e-04,0.998848,1,True,True,True,True
1326.661874,11.551580,3592.261446,2.504908,0.998807,6.9731e-04,0.998828,1,True,True,True,True
1326.682708,11.552332,3589.774699,2.505025,0.998115,6.9782e-04,0.998177,1,True,True,True,True
1326.703542,11.550447,3596.013165,2.505031,0.999850,6.9661e-04,0.999952,1,True,True,True,True
