time,nflux_dtr,nflux_err,lc_part,pass_clean_scatter,pass_clean_outlier,pass_full_outlier
1325.328506,1.000029,0.0015769,9,True,True,True
1325.34934,0.997061,0.0015778,9,True,True,True
1325.370174,0.997316,0.0015817,9,True,True,True
1325.391008,0.998351,0.0015817,9,True,True,True
1325.411841,0.997152,0.0015838,9,True,True,True
1325.432675,0.997059,0.001583,9,True,True,True
1325.453509,0.998514,0.0015844,9,True,True,True
1325.474343,0.996748,0.0015892,9,True,True,True
1325.495177,0.997187,0.0015921,9,True,True,True
1325.516011,0.997295,0.0015916,9,True,True,True
1325.536845,0.997324,0.0015943,9,True,True,True
1325.557679,0.997867,0.0015946,9,True,True,True
1325.578513,0.998027,0.0015963,9,True,True,True
1325.599347,0.997843,0.0015965,9,True,True,True
1325.620181,0.998735,0.0015975,9,True,True,True
1325.641014,0.995253,0.0015994,9,True,True,True
1325.661848,0.998815,0.0015959,9,True,True,True
1325.682682,0.997609,0.0015989,9,True,True,True
1325.703516,0.998073,0.0015973,9,True,True,True
1325.72435,0.997275,0.0016,9,True,True,True
1325.745184,0.997774,0.0015995,9,True,True,True
1325.766018,0.997856,0.0015971,9,True,True,True
1325.786852,0.99786,0.0015989,9,True,True,True
1325.807686,0.997658,0.0016026,9,True,True,True
1325.828519,0.998539,0.0016011,9,True,True,True
1325.849353,0.997293,0.0016018,9,True,True,True
1325.870187,0.997296,0.0016013,9,True,True,True
1325.891021,0.998788,0.0016029,9,True,True,True
1325.911855,0.996509,0.0015991,9,True,True,True
1325.932689,0.997227,0.0016026,9,True,True,True
1325.953523,0.998238,0.0015961,9,True,True,True
1325.974357,0.997709,0.0016012,9,True,True,True
1325.995191,0.997048,0.0015995,9,True,True,True
1326.016024,0.998596,0.0016,9,True,True,True
1326.036858,0.997857,0.0016011,9,True,True,True
1326.057692,0.996456,0.0016018,9,True,True,True
1326.078526,0.996688,0.0016016,9,True,True,True
1326.09936,0.99825,0.0016018,9,True,True,True
1326.120194,0.997644,0.001604,9,True,True,True
1326.141028,0.996734,0.0016021,9,True,True,True
1326.161862,0.996376,0.001604,9,True,True,True
1326.182695,0.996983,0.0016035,9,True,True,True
1326.203529,0.998173,0.0016024,9,True,True,True
1326.224363,0.997878,0.0016006,9,True,True,True
1326.245197,0.996378,0.0016022,9,True,True,True
1326.266031,0.996841,0.0016054,9,True,True,True
1326.286865,0.996912,0.0016036,9,True,True,True
1326.307699,0.998152,0.0016019,9,True,True,True
1326.328533,0.997862,0.0016027,9,True,True,True
1326.349366,0.993078,0.0016101,9,True,True,True
1326.3702,0.996546,0.0016049,9,True,True,True
1326.391034,0.998143,0.0016064,9,True,True,True
1326.411868,0.99734,0.0016048,9,True,True,True
1326.432702,0.997145,0.0016077,9,True,True,True
1326.453536,0.997837,0.0016072,9,True,True,True
1326.47437,0.998038,0.0016086,9,True,True,True
1326.495204,0.996174,0.0016084,9,True,True,True
1326.516037,0.997273,0.0016128,9,True,True,True
1326.536871,0.997839,0.0016114,9,True,True,True
1326.557705,0.996949,0.0016133,9,True,True,True
1326.578539,0.998181,0.0016128,9,True,True,True
1326.599373,0.998491,0.001613,9,True,True,True
1326.620207,0.997633,0.0016134,9,True,True,True
1326.641041,0.996861,0.0016138,9,True,True,True
1326.661874,0.996807,0.0016157,9,True,True,True
1326.682708,0.996608,0.0016165,9,True,True,True
1326.703542,0.997491,0.0016134,9,True,True,True
1326.724376,0.996493,0.0016163,9,True,True,True
1326.74521,0.996039,0.0016158,9,True,True,True
1326.766044,0.997205,0.0016152,9,True,True,True
1326.786878,0.995274,0.0016153,9,True,True,True
