time,mag,cbv_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328888,11.733832,3037.155769,1.857275,0.983686,6.1152e-04,1.001567,1,True,False,True,True
1325.349722,11.733801,3037.243800,1.871039,0.983714,6.1603e-04,1.001574,1,True,False,True,True
1325.370556,11.733177,3038.988571,1.886130,0.984280,6.2064e-04,1.002127,1,True,False,True,True
1325.391390,11.733600,3037.805094,1.898734,0.983896,6.2503e-04,1.001714,1,True,False,True,True
1325.412224,11.734001,3036.684552,1.909747,0.983533,6.2889e-04,1.001322,1,True,True,True,True
1325.433058,11.735938,3031.270574,1.918389,0.981780,6.3287e-04,0.999515,1,True,True,True,True
1325.453892,11.735638,3032.109147,1.926736,0.982051,6.3544e-04,0.999769,1,True,True,True,True
1325.474726,11.735891,3031.403467,1.932835,0.981823,6.3760e-04,0.999514,1,True,True,True,True
1325.495560,11.736044,3030.975246,1.939580,0.981684,6.3992e-04,0.999350,1,True,True,True,True
1325.516394,11.735444,3032.649809,1.946449,0.982227,6.4183e-04,0.999880,1,True,True,True,True
1325.537228,11.735457,3032.615592,1.951437,0.982215,6.4348e-04,0.999846,1,True,True,True,True
1325.558062,11.734548,3035.153867,1.956288,0.983038,6.4454e-04,1.000661,1,True,True,True,True
1325.578895,11.735362,3032.879594,1.959751,0.982301,6.4617e-04,0.999889,1,True,True,True,True
1325.599729,11.735217,3033.284152,1.960214,0.982432,6.4623e-04,1.000000,1,True,True,True,True
1325.620563,11.735615,3032.172003,1.959403,0.982072,6.4620e-04,0.999611,1,True,True,True,True
1325.641397,11.734633,3034.915750,1.955263,0.982960,6.4426e-04,1.000493,1,True,True,True,True
1325.662231,11.735613,3032.178473,1.950329,0.982074,6.4321e-04,0.999568,1,True,True,True,True
1325.683065,11.736317,3030.212315,1.946233,0.981437,6.4228e-04,0.998898,1,True,True,True,True
1325.703899,11.735190,3033.359292,1.943602,0.982456,6.4074e-04,0.999913,1,True,True,True,True
1325.724733,11.736005,3031.085089,1.941376,0.981720,6.4049e-04,0.999141,1,True,True,True,True
1325.745567,11.736469,3029.789018,1.941440,0.981300,6.4078e-04,0.998691,1,True,True,True,True
1325.766401,11.734195,3036.142689,1.942963,0.983358,6.3994e-04,1.000763,1,True,True,True,True
1325.787235,11.735533,3032.401473,1.942852,0.982146,6.4070e-04,0.999508,1,True,True,True,True
1325.808069,11.735151,3033.469245,1.945793,0.982492,6.4144e-04,0.999838,1,True,True,True,True
1325.828902,11.734805,3034.435931,1.944414,0.982805,6.4078e-04,1.000134,1,True,True,True,True
1325.849736,11.734116,3036.361930,1.940802,0.983429,6.3919e-04,1.000746,1,True,True,True,True
1325.870570,11.734249,3035.990881,1.937595,0.983309,6.3821e-04,1.000602,1,True,True,True,True
1325.891404,11.734563,3035.113496,1.930415,0.983025,6.3603e-04,1.000290,1,True,True,True,True
1325.912238,11.734458,3035.407359,1.924885,0.983120,6.3414e-04,1.000365,1,True,True,True,True
1325.933072,11.734557,3035.128529,1.920812,0.983029,6.3286e-04,1.000250,1,True,True,True,True
1325.953906,11.734674,3034.800883,1.918170,0.982923,6.3206e-04,1.000120,1,True,True,True,True
1325.974740,11.735384,3032.819480,1.914275,0.982282,6.3119e-04,0.999445,1,True,True,True,True
1325.995574,11.734532,3035.199842,1.913515,0.983052,6.3044e-04,1.000207,1,True,True,True,True
1326.016408,11.735053,3033.743962,1.914009,0.982581,6.3091e-04,0.999705,1,True,True,True,True
1326.037242,11.734980,3033.948343,1.915145,0.982647,6.3124e-04,0.999750,1,True,True,True,True
1326.058075,11.735440,3032.661750,1.914144,0.982230,6.3118e-04,0.999303,1,True,True,True,True
1326.078909,11.734238,3036.022364,1.913732,0.983319,6.3034e-04,1.000389,1,True,True,True,True
1326.099743,11.734382,3035.617267,1.913901,0.983188,6.3048e-04,1.000233,1,True,True,True,True
1326.120577,11.735299,3033.056591,1.912904,0.982358,6.3069e-04,0.999367,1,True,True,True,True
1326.141411,11.733156,3039.048909,1.914151,0.984299,6.2985e-04,1.001319,1,True,True,True,True
1326.162245,11.734040,3036.575146,1.913332,0.983498,6.3010e-04,1.000481,1,True,True,True,True
1326.183079,11.734364,3035.670021,1.912918,0.983205,6.3015e-04,1.000161,1,True,True,True,True
1326.203913,11.735060,3033.722756,1.911673,0.982574,6.3014e-04,0.999497,1,True,True,True,True
1326.224747,11.734429,3035.487653,1.912459,0.983146,6.3003e-04,1.000056,1,True,True,True,True
1326.245580,11.733592,3037.827196,1.911706,0.983903,6.2930e-04,1.000804,1,True,True,True,True
1326.266414,11.735451,3032.632097,1.910894,0.982221,6.3011e-04,0.999071,1,True,True,True,True
1326.287248,11.735273,3033.127289,1.910147,0.982381,6.2976e-04,0.999211,1,True,True,True,True
1326.308082,11.733968,3036.776381,1.910580,0.983563,6.2915e-04,1.000391,1,True,True,True,True
1326.328916,11.735464,3032.594329,1.909802,0.982209,6.2976e-04,0.998991,1,True,True,True,True
1326.349750,11.736773,3028.941859,1.910660,0.981026,6.3080e-04,0.997766,1,True,True,True,True
1326.370584,11.733958,3036.803520,1.913131,0.983572,6.2998e-04,1.000333,1,True,True,True,True
1326.391418,11.734347,3035.716486,1.913564,0.983220,6.3035e-04,0.999953,1,True,True,True,True
1326.412252,11.733571,3037.886660,1.916864,0.983923,6.3099e-04,1.000645,1,True,True,True,True
1326.433085,11.735414,3032.735843,1.915148,0.982254,6.3149e-04,0.998926,1,True,True,True,True
