time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328888,11.598872,3439.151990,1.915750,0.990699,5.5704e-04,1.001202,1,True,True,True,True
1325.349722,11.599766,3436.320500,1.931221,0.989884,5.6200e-04,1.000366,1,True,True,True,True
1325.370556,11.600961,3432.539319,1.945073,0.988794,5.6666e-04,0.999254,1,True,True,True,True
1325.391390,11.599984,3435.629908,1.958195,0.989685,5.6997e-04,1.000142,1,True,True,True,True
1325.412224,11.600241,3434.817923,1.968304,0.989451,5.7304e-04,0.999894,1,True,True,True,True
1325.433058,11.599744,3436.388505,1.977943,0.989903,5.7559e-04,1.000339,1,True,True,True,True
1325.453892,11.598802,3439.372209,1.985316,0.990763,5.7723e-04,1.001196,1,True,True,True,True
1325.474726,11.601726,3430.123056,1.992497,0.988098,5.8088e-04,0.998492,1,True,True,True,True
1325.495560,11.600375,3434.393465,2.000971,0.989328,5.8263e-04,0.999723,1,True,True,True,True
1325.516394,11.601057,3432.235419,2.010841,0.988707,5.8587e-04,0.999083,1,True,True,True,True
1325.537228,11.599702,3436.524068,2.019963,0.989942,5.8779e-04,1.000320,1,True,True,True,True
1325.558062,11.601571,3430.611420,2.029117,0.988239,5.9147e-04,0.998587,1,True,True,True,True
1325.578895,11.600886,3432.777010,2.037056,0.988863,5.9341e-04,0.999206,1,True,True,True,True
1325.599729,11.600884,3432.784018,2.042344,0.988865,5.9495e-04,0.999196,1,True,True,True,True
1325.620563,11.599501,3437.158585,2.044398,0.990125,5.9479e-04,1.000457,1,True,True,True,True
1325.641397,11.600310,3434.598816,2.044570,0.989388,5.9529e-04,0.999701,1,True,True,True,True
1325.662231,11.600785,3433.095630,2.041011,0.988955,5.9451e-04,0.999251,1,True,True,True,True
1325.683065,11.601424,3431.076591,2.038694,0.988373,5.9418e-04,0.998652,1,True,True,True,True
1325.703899,11.599159,3438.241474,2.039377,0.990437,5.9315e-04,1.000726,1,True,True,True,True
1325.724733,11.599359,3437.607786,2.040566,0.990254,5.9360e-04,1.000529,1,True,True,True,True
1325.745567,11.600653,3433.512497,2.042571,0.989075,5.9489e-04,0.999326,1,True,True,True,True
1325.766401,11.599390,3437.509024,2.047552,0.990226,5.9565e-04,1.000477,1,True,True,True,True
1325.787235,11.598256,3441.103212,2.052240,0.991261,5.9639e-04,1.001511,1,True,True,True,True
1325.808069,11.599715,3436.482262,2.054921,0.989930,5.9797e-04,1.000155,1,True,True,True,True
1325.828902,11.599148,3438.277951,2.057700,0.990447,5.9847e-04,1.000666,1,True,True,True,True
1325.849736,11.599934,3435.787374,2.057203,0.989730,5.9876e-04,0.999929,1,True,True,True,True
1325.870570,11.597890,3442.263047,2.054253,0.991595,5.9677e-04,1.001802,1,True,True,True,True
1325.891404,11.599678,3436.597830,2.046773,0.989963,5.9558e-04,1.000141,1,True,True,True,True
1325.912238,11.599849,3436.058349,2.041441,0.989808,5.9412e-04,0.999973,1,True,True,True,True
1325.933072,11.600671,3433.456550,2.036998,0.989059,5.9328e-04,0.999204,1,True,True,True,True
1325.953906,11.599693,3436.552066,2.034291,0.989950,5.9196e-04,1.000093,1,True,True,True,True
1325.974740,11.599690,3436.561112,2.032062,0.989953,5.9131e-04,1.000084,1,True,True,True,True
1325.995574,11.599714,3436.484990,2.032129,0.989931,5.9134e-04,1.000050,1,True,True,True,True
1326.016408,11.600495,3434.012424,2.035008,0.989219,5.9260e-04,0.999318,1,True,True,True,True
1326.037242,11.600411,3434.280190,2.038473,0.989296,5.9357e-04,0.999385,1,True,True,True,True
1326.058075,11.600149,3435.108749,2.037843,0.989534,5.9324e-04,0.999614,1,True,True,True,True
1326.078909,11.599245,3437.970835,2.039933,0.990359,5.9335e-04,1.000435,1,True,True,True,True
1326.099743,11.599687,3436.569088,2.040123,0.989955,5.9365e-04,1.000015,1,True,True,True,True
1326.120577,11.599887,3435.938599,2.040124,0.989773,5.9376e-04,0.999820,1,True,True,True,True
1326.141411,11.597790,3442.580385,2.041755,0.991687,5.9309e-04,1.001741,1,True,True,True,True
1326.162245,11.598699,3439.698158,2.042177,0.990856,5.9371e-04,1.000891,1,True,True,True,True
1326.183079,11.598193,3441.303662,2.041708,0.991319,5.9329e-04,1.001346,1,True,True,True,True
1326.203913,11.599613,3436.803313,2.041132,0.990023,5.9390e-04,1.000025,1,True,True,True,True
1326.224747,11.598822,3439.308872,2.041276,0.990744,5.9351e-04,1.000742,1,True,True,True,True
1326.245580,11.599755,3436.355341,2.039895,0.989894,5.9362e-04,0.999871,1,True,True,True,True
1326.266414,11.600290,3434.662412,2.039297,0.989406,5.9374e-04,0.999366,1,True,True,True,True
1326.287248,11.599215,3438.065348,2.038184,0.990386,5.9283e-04,1.000345,1,True,True,True,True
1326.308082,11.599033,3438.640528,2.038369,0.990552,5.9278e-04,1.000500,1,True,True,True,True
1326.328916,11.599626,3436.764389,2.038406,0.990011,5.9312e-04,0.999943,1,True,True,True,True
1326.349750,11.599707,3436.507412,2.038736,0.989937,5.9326e-04,0.999856,1,True,True,True,True
1326.370584,11.599394,3437.498952,2.040641,0.990223,5.9364e-04,1.000133,1,True,True,True,True
1326.391418,11.599326,3437.714034,2.042265,0.990285,5.9408e-04,1.000184,1,True,True,True,True
1326.412252,11.599822,3436.141444,2.042850,0.989832,5.9452e-04,0.999715,1,True,True,True,True
1326.433085,11.598671,3439.787018,2.045310,0.990882,5.9460e-04,1.000763,1,True,True,True,True
1326.453919,11.598976,3438.819786,2.046546,0.990603,5.9513e-04,1.000470,1,True,True,True,True
