time,mag,cbv_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328888,11.524632,3682.537395,2.063515,0.971437,5.6035e-04,1.014410,1,True,True,False,True
1325.349722,11.524799,3681.971228,2.102733,0.971288,5.7109e-04,1.014049,1,True,True,False,True
1325.370556,11.525471,3679.692638,2.134286,0.970687,5.8002e-04,1.013216,1,True,True,False,True
1325.391390,11.526596,3675.882081,2.162251,0.969682,5.8823e-04,1.011961,1,True,True,False,True
1325.412224,11.530525,3662.605472,2.185293,0.966179,5.9665e-04,1.008102,1,True,True,False,True
1325.433058,11.530097,3664.046885,2.208171,0.966560,6.0266e-04,1.008295,1,True,True,False,True
1325.453892,11.532207,3656.934943,2.231942,0.964683,6.1033e-04,1.006134,1,True,True,False,True
1325.474726,11.533828,3651.480576,2.257539,0.963245,6.1825e-04,1.004430,1,True,True,False,True
1325.495560,11.535185,3646.917806,2.288809,0.962041,6.2760e-04,1.002971,1,True,True,False,True
1325.516394,11.535331,3646.427332,2.319642,0.961912,6.3614e-04,1.002634,1,True,True,False,True
1325.537228,11.537212,3640.114389,2.348672,0.960246,6.4522e-04,1.000695,1,True,True,False,True
1325.558062,11.538823,3634.717499,2.376584,0.958823,6.5386e-04,0.999009,1,True,True,False,True
1325.578895,11.537443,3639.340737,2.400557,0.960042,6.5961e-04,1.000078,1,True,True,False,True
1325.599729,11.535573,3645.613566,2.416199,0.961697,6.6277e-04,1.001599,1,True,True,False,True
1325.620563,11.535316,3646.477032,2.424099,0.961925,6.6478e-04,1.001634,1,True,True,False,True
1325.641397,11.531729,3658.545059,2.422261,0.965108,6.6208e-04,1.004745,1,True,True,False,True
1325.662231,11.529563,3665.850547,2.416052,0.967035,6.5907e-04,1.006548,1,True,True,False,True
1325.683065,11.527168,3673.945706,2.410566,0.969171,6.5612e-04,1.008567,1,True,True,False,True
1325.703899,11.526035,3677.781512,2.409164,0.970183,6.5506e-04,1.009416,1,True,True,False,True
1325.724733,11.525734,3678.801474,2.411925,0.970452,6.5563e-04,1.009492,1,True,True,False,True
1325.745567,11.525605,3679.237536,2.418935,0.970567,6.5746e-04,1.009408,1,True,True,False,True
1325.766401,11.529487,3666.106931,2.427026,0.967103,6.6202e-04,1.005602,1,True,True,False,True
