time,nflux,n_lc
1.6041789590399276,0.9978169146670401,1
1.6307840225659882,0.9992594491467492,1
1.6573890860920488,0.9987794420305292,1
1.6839941496181094,0.9982047256921587,1
1.7105992131441703,0.9986142259890212,1
1.737204276670231,0.9995001420805308,1
1.7638093401962915,0.998907250195584,1
1.7904144037223522,0.9983732159126562,1
1.8170194672484128,1.000708474740512,2
1.8436245307744734,1.0002963702687333,2
1.8702295943005343,1.0007617238187967,2
1.8968346578265947,1.0008782327815609,2
1.9234397213526555,1.0010012396999923,2
1.9500447848787161,1.0009098467559479,2
1.9766498484047768,1.0007704065889775,2
2.0032549119308376,1.0006736031063843,2
2.029859975456898,1.0009872251971432,2
2.056465038982959,1.0003476786177725,2
2.0830701025090193,1.0003406856853843,2
2.10967516603508,1.000614955089361,2
2.136280229561141,1.0004900469457556,2
2.1628852930872013,1.0007702990139933,2
2.1894903566132617,1.0004817641458974,2
2.2160954201393226,1.0001673811573943,3
2.2427004836653834,1.0000379644838888,4
2.269305547191444,1.0008295313429536,4
2.2959106107175047,1.000526777582441,4
2.322515674243565,1.0003367822817872,4
2.349120737769626,1.000164848971088,4
2.375725801295687,0.9996820419157025,5
2.402330864821747,0.999621353020879,5
2.428935928347808,0.9993721187544464,5
2.4555409918738684,1.00068372528363,5
2.4821460553999293,1.0004817583602865,5
2.50875111892599,1.0000770279898046,5
2.5353561824520505,1.000778478214247,5
2.561961245978111,0.9998915450680216,5
2.5885663095041718,0.9994657818259426,5
2.6151713730302326,0.9994393602757116,5
2.641776436556293,0.9998527659098326,5
2.668381500082354,0.9998970320853974,6
2.6949865636084143,1.000268245802392,6
2.721591627134475,0.9999541370889031,6
2.748196690660536,0.9996530584549339,6
2.7748017541865964,0.9998844983424797,6
2.8014068177126568,1.0000210528019369,6
2.8280118812387176,1.0002998186902956,6
2.8546169447647785,1.0002867391753776,6
2.8812220082908393,1.0006507074129938,6
2.9078270718168997,1.0002347930322797,6
2.93443213534296,1.000043182390041,6
2.961037198869021,1.000682960184716,6
2.987642262395082,1.000390814448213,6
3.014247325921142,1.000165580277146,6
3.040852389447203,1.0000635790742454,6
3.0674574529732634,0.9998271957644049,6
3.0940625164993243,1.0004187989535027,6
3.120667580025385,1.0004976621830195,6
3.1472726435514455,1.0001142711031443,6
3.173877707077506,0.9998007255003435,6
3.200482770603567,0.9997573298489577,6
3.2270878341296276,0.9996876680751396,6
3.2536928976556885,0.9997490765362707,6
3.280297961181749,0.9996942083222173,6
3.3069030247078093,0.9996666949639565,6
3.33350808823387,0.9996998771583885,6
3.360113151759931,0.9996132032392143,6
3.3867182152859914,0.9999924230379699,6
3.413323278812052,0.9994890266413112,6
3.4399283423381126,0.9990574328541011,6
3.4665334058641735,0.9997022374709235,6
3.4931384693902343,0.9993222590030592,6
3.5197435329162947,0.9993486905494904,6
3.546348596442355,0.9990449683286888,6
3.572953659968416,0.999436458078063,6
3.599558723494477,0.999288443531231,6
3.626163787020537,1.000152456426984,6
3.652768850546598,0.9991894754025663,6
3.6793739140726585,0.9997841604491619,6
3.7059789775987193,0.9998741871855794,6
3.73258404112478,0.9998975845185505,6
3.7591891046508406,0.9994640429894858,6
3.7857941681769014,1.000336495635871,6
3.812399231702962,1.0001366121884683,6
3.8390042952290226,0.9995498750678984,6
3.865609358755083,0.9995842365626055,6
3.892214422281144,1.0001917697565492,6
3.9188194858072047,0.9999440297528631,6
3.945424549333265,1.0000455206798957,6
3.972029612859326,1.0001000364738681,6
