time,nflux,enflux,n_lc
0.0,1.0025346443403338,0.004135300038925427,8
0.020833354310070717,0.9986676165142675,0.004158535260588485,9
0.0416667081540254,0.9995903033698066,0.004191283903293074,9
0.06250006199707059,1.0023181174499163,0.004173165381975331,8
0.08333341537490924,0.998886795316586,0.004203987400610634,9
0.10416676875365738,0.999601727614869,0.004276747865878348,7
0.12500012166651686,0.9995224245521708,0.00429743997621377,8
0.14583347411462455,0.9968644659662955,0.004270049164213915,8
0.1666668265604585,0.9997040654910483,0.00427192503957519,9
0.18750017900697458,1.0007466029656569,0.0043167897075125925,7
0.20833353098851148,0.9994130705406246,0.004316500852960094,8
0.22916688296936627,1.0032467660494495,0.004321156669866705,8
0.25000023495113055,0.998342879360747,0.004326705350799633,9
0.27083358646700617,0.9981412723161316,0.0043092994603949756,8
0.29166693844808833,0.9996406996719983,0.00432682910749869,9
0.3125002894980753,0.9959531793231232,0.004374702110970672,9
0.33333364101349616,1.0022553742445617,0.004302108416944457,9
0.35416699206393787,0.9970217634958818,0.004299329387807669,8
0.3750003435795861,0.9992128214263551,0.004366774582734387,8
0.3958336946291183,0.9962374863180613,0.0043702333429977295,7
0.41666704521367137,0.9972604979473945,0.00437041660023481,8
0.4375003962629762,0.9968486228064184,0.004370898678384247,9
0.45833374684752926,1.0006581072847667,0.0043958861173608935,7
0.4791670974320823,0.9983177060057842,0.0044039775491467575,9
0.5000004484820693,0.99910212127858,0.004420244871549152,9
0.5208337986005063,0.9983536129064362,0.0044255116361323725,8
0.5416671491850593,0.9989235638997955,0.004459056290956371,8
0.5625004997696124,0.9988100026217727,0.004393956603045425,9
0.5833338498869125,1.000646090748927,0.004415755658723031,9
0.6041672000064864,0.998613700386962,0.004415028415222735,9
0.6250005501256055,1.0000207565886536,0.0044014760820267175,9
0.6458339002440425,0.9974541865217742,0.004422836394593108,9
0.6666672503624795,0.9999191266752303,0.004411698976489637,9
0.6875006004804618,0.9995931128076236,0.004414416119267375,9
0.7083339501334649,0.998477404568929,0.004444636010804107,9
0.7291672997876049,1.0009441911212833,0.00443837977831248,9
0.7500006494399258,0.9991488622317951,0.004456116701402901,9
0.770833999093611,1.0004683118530104,0.00445740617733528,9
0.7916673487454773,0.998647050536168,0.004423681785109525,10
0.8125006983980256,0.9990063302487351,0.004468952525001627,9
0.8333340475860496,0.9987172314947341,0.004432631110449255,10
0.8541673967740735,0.9990678997721704,0.004434737515599221,9
0.8750007459616427,1.0013887507467925,0.004459862512216396,8
0.8958340951485297,1.0004863459380264,0.004427946411507982,9
0.9166674438702103,1.003774034603769,0.004435022171994988,9
0.9375007930566426,0.997183881715507,0.00445137715079954,9
0.9583341417785505,1.0004767507603447,0.004491088144948515,9
0.9791674905009131,0.9978373336411648,0.004473576903444836,8
1.0000008387569324,0.998482638736207,0.0044276176940180436,10
1.0208341874786129,0.9990885126069327,0.004425955123056343,10
1.0416675357334952,0.9994710895890856,0.004481761706108927,9
1.0625008839906513,0.9991415210970245,0.004443107706955997,10
1.0833342322466706,0.9966137423146795,0.004451763721894262,10
1.1041675800370285,0.9995158304937419,0.004493650251245017,8
1.1250009278269317,1.0006013529377005,0.004411366486123259,9
1.1458342756170623,0.9994956390650209,0.0045037811060328475,7
1.1666676234076476,1.0018858676720184,0.004456704428930274,8
1.187500970732117,0.9998994653066745,0.004520799868511424,9
1.2083343180574957,1.0022034800864084,0.004504366177611097,9
1.2291676653821924,0.998338342941728,0.004497198770576386,10
1.2500010122410004,0.9996927508096768,0.004549484260287854,9
1.2708343595654696,0.9994502225897821,0.00450001214786617,10
1.2916677064240503,0.9986454274709604,0.004539916444847111,9
1.3125010528181065,0.9984887435698011,0.004561213996956629,8
1.3333343992114806,0.9976643644681759,0.0045192039724034246,10
1.354167745605082,1.0009492946213012,0.004491586517903615,9
1.3750010919980014,0.9992693157931501,0.004539077083316704,9
1.3958344379254868,0.9994146787286257,0.004497865051325401,10
1.4166677838529722,0.9981019588186335,0.004552114019567019,8
1.4375011293154785,1.0010870087877164,0.004441903716658364,9
1.4583344752441008,1.0012015265651166,0.004522593097312844,9
1.4791678202395815,0.9993584710007213,0.004502570614579281,10
1.5000011657009509,0.9974560580402695,0.004502235203038189,10
1.5208345106975685,0.998952950142548,0.004490956207630966,10
1.5416678556944134,1.0015412603040124,0.004494757737681063,10
1.5625012002260519,0.9986635096678617,0.004543726251906506,9
1.5833345447565534,0.999031766180902,0.004511661482997041,9
1.604167889287055,1.0006565626404984,0.004475891961730976,8
1.625001233351668,1.0010519291611542,0.0044684730452159375,9
1.6458345774160534,1.0009896533260636,0.004420843613864945,10
1.6666679210159145,1.0007575903384829,0.004414894162423171,10
1.687501264616003,0.9995245564955184,0.0044152726675772925,10
1.7083346077495207,0.9980386232319339,0.00439561716053969,9
1.7291679508830384,1.001701256861301,0.004429056392212277,8
1.7500012940170109,0.9992642965075874,0.004367309165370104,9
1.7708346366850947,0.9986488544715313,0.004444136654277806,10
1.7916679793534058,0.998724429369667,0.00441647089463112,10
1.8125013220214896,0.9991153626904364,0.004472639458768442,9
1.8333346637580235,0.9939932167441963,0.0044742240103503375,8
1.8541680059606733,1.0008892753339687,0.00442289164362745,10
1.8750013476969798,1.000535530793578,0.004442737410454956,9
1.8958346889689892,0.998488427479912,0.004447795513310685,8
1.9166680307059778,1.0009361906585432,0.004403841399420462,9
1.9375013715116438,1.0004003998764484,0.0043851517624951975,10
1.958334712316173,0.9994000471596662,0.004387074841447583,10
1.9791680531209295,1.0006054734288186,0.004382684219173742,10
2.000001393460934,1.0021046182268747,0.0043821274446629,10
2.020834733801621,1.0009097618817517,0.004380944172598011,10
2.0416680736755097,0.9962135724315451,0.004386241138264145,10
2.0625014135500805,0.9983414151616429,0.004365685192264322,9
2.083334752957853,0.9985341543374316,0.004363751156039926,9
2.1041680923665353,0.9994186697432171,0.004407852100322992,9
2.1250014313091015,1.0028497115329684,0.004376752142884636,10
2.145834770252577,0.9991284908073469,0.004383437767357377,9
2.1666681087299366,0.9990543271321094,0.004357858239512527,9
2.187501447206614,1.0009539834077121,0.004402446215371928,10
2.208334785218085,0.9981770728500032,0.004451769657183041,10
2.22916812276344,0.9985846500783064,0.004442385267115989,10
2.2500014607753656,1.0025557066696955,0.004443961261430891,10
2.2708347978559686,0.9975013313638896,0.004442116917508376,10
2.291668134936117,1.001766723276825,0.004410771498169311,9
2.312501472016038,1.0015769152532925,0.004388139267493602,9
2.333334808630525,1.0001285586574462,0.004449804563345835,10
2.3541681447791234,1.0006029298125905,0.004436608592396108,10
2.375001480928404,0.9991462281849374,0.004437205812694323,10
2.395834816612478,0.9982890888256775,0.004467962006873504,10
2.4166681522945055,1.0004648903262532,0.004446511248360261,10
