time,nflux_dtr,nflux_err,lc_part,pass_clean_scatter,pass_clean_outlier,pass_full_outlier
2036.286018,1.000291,0.00091623,7,True,True,True
2036.292962,0.999383,0.00091653,7,True,True,True
2036.299907,1.000552,0.00091537,7,True,True,True
2036.306852,0.999661,0.00091658,7,True,True,True
2036.313796,0.999179,0.00091762,7,True,True,True
2036.320741,0.999099,0.00091611,7,True,True,True
2036.327685,0.999209,0.00091654,7,True,True,True
2036.33463,0.999232,0.00091631,7,True,True,True
2036.341575,1.000179,0.00091689,7,True,True,True
2036.348519,0.999752,0.00091606,7,True,True,True
2036.355464,0.998982,0.00091625,7,True,True,True
2036.362408,0.999276,0.0009164,7,True,True,True
2036.369353,0.998583,0.00091599,7,True,True,True
2036.376298,0.998847,0.00091669,7,True,True,True
2036.383242,0.998137,0.00091672,7,True,True,True
2036.390187,0.998405,0.00091651,7,True,True,True
2036.397131,0.998657,0.00091532,7,True,True,True
2036.404076,0.999079,0.00091719,7,True,True,True
2036.411021,0.997848,0.00091702,7,True,True,True
2036.417965,0.997397,0.00091738,7,True,True,True
2036.42491,0.998112,0.00091717,7,True,True,True
2036.431855,0.998389,0.00091645,7,True,True,True
2036.438799,0.998301,0.00091811,7,True,True,True
2036.445744,0.998461,0.00091758,7,True,True,True
2036.452688,0.99779,0.00091557,7,True,True,True
2036.459633,0.996155,0.00091679,7,True,True,True
2036.466578,0.997473,0.00091717,7,True,True,True
2036.473522,0.997838,0.00091671,7,True,True,True
2036.480467,0.997801,0.00091634,7,True,True,True
2036.487411,0.997153,0.00091635,7,True,True,True
2036.494356,0.998875,0.00091534,7,True,True,True
2036.501301,0.998223,0.00091606,7,True,True,True
2036.508245,0.99735,0.00091688,7,True,True,True
2036.51519,0.99663,0.0009166,7,True,True,True
2036.522134,0.997846,0.00091592,7,True,True,True
2036.529079,0.997703,0.00091604,7,True,True,True
2036.536024,0.998225,0.00091596,7,True,True,True
2036.542968,0.997442,0.00091689,7,True,True,True
2036.549913,0.997251,0.0009175,7,True,True,True
2036.556857,0.998097,0.00091562,7,True,True,True
2036.563802,0.997784,0.00091634,7,True,True,True
2036.570747,0.998339,0.00091627,7,True,True,True
2036.577691,0.999078,0.00091581,7,True,True,True
2036.584636,0.996914,0.00091692,7,True,True,True
2036.59158,0.996174,0.00091811,7,True,True,True
2036.598525,0.998238,0.00091691,7,True,True,True
2036.60547,0.997913,0.00091658,7,True,True,True
2036.612414,0.997812,0.00091642,7,True,True,True
2036.619359,0.99807,0.00091552,7,True,True,True
2036.626304,0.998612,0.00091502,7,True,True,True
2036.633248,0.997873,0.00091662,7,True,True,True
2036.640193,0.998621,0.00091508,7,True,True,True
2036.647137,0.999047,0.00091553,7,True,True,True
2036.654082,0.99856,0.000915,7,True,True,True
2036.661027,0.998069,0.0009156,7,True,True,True
2036.667971,0.999632,0.00091651,7,True,True,True
2036.674916,0.998161,0.00091517,7,True,True,True
2036.68186,0.99821,0.00091593,7,True,True,True
2036.688805,0.997283,0.00091631,7,True,True,True
