time,mag,cbv_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328506,10.507175,9400.045665,2.804614,1.008808,2.9836e-04,0.998586,1,True,False,True,True
1325.349340,10.505908,9411.023152,2.806380,1.009986,2.9820e-04,0.999756,1,True,True,True,True
1325.370174,10.506487,9406.009082,2.807360,1.009448,2.9846e-04,0.999227,1,True,True,True,True
1325.391008,10.506359,9407.117629,2.808451,1.009567,2.9855e-04,0.999348,1,True,True,True,True
1325.411841,10.505886,9411.217070,2.810141,1.010007,2.9859e-04,0.999787,1,True,True,True,True
1325.432675,10.506254,9408.026529,2.810507,1.009664,2.9874e-04,0.999452,1,True,True,True,True
1325.453509,10.506523,9405.690983,2.811218,1.009414,2.9888e-04,0.999207,1,True,True,True,True
1325.474343,10.505632,9413.411690,2.813001,1.010242,2.9883e-04,1.000031,1,True,True,True,True
1325.495177,10.506281,9407.786654,2.813516,1.009639,2.9906e-04,0.999437,1,True,True,True,True
1325.516011,10.505593,9413.753349,2.815546,1.010279,2.9909e-04,1.000075,1,True,True,True,True
1325.536845,10.505786,9412.082372,2.816386,1.010100,2.9923e-04,0.999901,1,True,True,True,True
1325.557679,10.505601,9413.681013,2.817781,1.010271,2.9933e-04,1.000074,1,True,True,True,True
1325.578513,10.505536,9414.248722,2.819261,1.010332,2.9947e-04,1.000138,1,True,True,True,True
1325.599347,10.506084,9409.500395,2.818894,1.009823,2.9958e-04,0.999637,1,True,True,True,True
1325.620181,10.505364,9415.734952,2.820206,1.010492,2.9952e-04,1.000303,1,True,True,True,True
1325.641014,10.505870,9411.350038,2.819931,1.010021,2.9963e-04,0.999841,1,True,True,True,True
1325.661848,10.506035,9409.921416,2.820008,1.009868,2.9968e-04,0.999693,1,True,True,True,True
1325.682682,10.505528,9414.313517,2.820238,1.010339,2.9957e-04,1.000163,1,True,True,True,True
1325.703516,10.505722,9412.630284,2.820279,1.010158,2.9963e-04,0.999988,1,True,True,True,True
1325.724350,10.505380,9415.598981,2.821271,1.010477,2.9964e-04,1.000307,1,True,True,True,True
1325.745184,10.505363,9415.746518,2.822021,1.010493,2.9971e-04,1.000326,1,True,True,True,True
1325.766018,10.505624,9413.488239,2.822513,1.010251,2.9984e-04,1.000090,1,True,True,True,True
1325.786852,10.505361,9415.764604,2.824075,1.010495,2.9993e-04,1.000335,1,True,True,True,True
1325.807686,10.505322,9416.100480,2.824667,1.010531,2.9998e-04,1.000375,1,True,True,True,True
1325.828519,10.505149,9417.599213,2.825412,1.010692,3.0001e-04,1.000537,1,True,True,True,True
1325.849353,10.505323,9416.094100,2.825525,1.010530,3.0007e-04,1.000381,1,True,True,True,True
1325.870187,10.506098,9409.373783,2.824637,1.009809,3.0019e-04,0.999671,1,True,True,True,True
1325.891021,10.505899,9411.096508,2.824297,1.009994,3.0010e-04,0.999857,1,True,True,True,True
1325.911855,10.505389,9415.521358,2.824290,1.010469,2.9996e-04,1.000331,1,True,True,True,True
1325.932689,10.506181,9408.656951,2.823243,1.009732,3.0007e-04,0.999605,1,True,True,True,True
1325.953523,10.505103,9418.006166,2.824066,1.010735,2.9986e-04,1.000602,1,True,True,True,True
1325.974357,10.506039,9409.890998,2.823371,1.009865,3.0004e-04,0.999744,1,True,True,True,True
1325.995191,10.505879,9411.277266,2.823609,1.010013,3.0002e-04,0.999895,1,True,True,True,True
1326.016024,10.505262,9416.626824,2.826014,1.010587,3.0011e-04,1.000466,1,True,True,True,True
1326.036858,10.504887,9419.872735,2.827720,1.010936,3.0019e-04,1.000815,1,True,True,True,True
1326.057692,10.504758,9420.991846,2.827671,1.011056,3.0015e-04,1.000937,1,True,True,True,True
1326.078526,10.505254,9416.691055,2.827088,1.010594,3.0022e-04,1.000484,1,True,True,True,True
1326.099360,10.505088,9418.128828,2.827466,1.010749,3.0022e-04,1.000640,1,True,True,True,True
1326.120194,10.505374,9415.654293,2.828463,1.010483,3.0040e-04,1.000381,1,True,True,True,True
1326.141028,10.505179,9417.345503,2.827997,1.010665,3.0030e-04,1.000564,1,True,True,True,True
1326.161862,10.505300,9416.293151,2.829136,1.010552,3.0045e-04,1.000456,1,True,True,True,True
1326.182695,10.505345,9415.903265,2.829656,1.010510,3.0052e-04,1.000418,1,True,True,True,True
1326.203529,10.505374,9415.651879,2.829179,1.010483,3.0048e-04,1.000395,1,True,True,True,True
1326.224363,10.505786,9412.076521,2.829464,1.010099,3.0062e-04,1.000019,1,True,True,True,True
1326.245197,10.505932,9410.813837,2.829240,1.009964,3.0064e-04,0.999888,1,True,True,True,True
1326.266031,10.505799,9411.963318,2.829896,1.010087,3.0067e-04,1.000014,1,True,True,True,True
1326.286865,10.506087,9409.473145,2.829839,1.009820,3.0074e-04,0.999753,1,True,True,True,True
1326.307699,10.506008,9410.153893,2.829827,1.009893,3.0072e-04,0.999829,1,True,True,True,True
1326.328533,10.505425,9415.207990,2.831489,1.010435,3.0074e-04,1.000370,1,True,True,True,True
1326.349366,10.506297,9407.650968,2.830956,1.009624,3.0092e-04,0.999570,1,True,True,True,True
1326.370200,10.505708,9412.757674,2.833547,1.010172,3.0103e-04,1.000117,1,True,True,True,True
1326.391034,10.505899,9411.101154,2.833913,1.009994,3.0112e-04,0.999944,1,True,True,True,True
1326.411868,10.505413,9415.316043,2.835960,1.010447,3.0121e-04,1.000396,1,True,True,True,True
1326.432702,10.505933,9410.805542,2.837478,1.009963,3.0151e-04,0.999920,1,True,True,True,True
1326.453536,10.506172,9408.738432,2.837360,1.009741,3.0157e-04,0.999704,1,True,True,True,True
1326.474370,10.506577,9405.224714,2.837179,1.009364,3.0166e-04,0.999334,1,True,True,True,True
1326.495204,10.505817,9411.810132,2.837776,1.010070,3.0151e-04,1.000038,1,True,True,True,True
1326.516037,10.505992,9410.294426,2.838277,1.009908,3.0161e-04,0.999880,1,True,True,True,True
1326.536871,10.506041,9409.867136,2.839529,1.009862,3.0176e-04,0.999838,1,True,True,True,True
1326.557705,10.505542,9414.191163,2.842165,1.010326,3.0190e-04,1.000301,1,True,True,True,True
1326.578539,10.505390,9415.514976,2.843128,1.010468,3.0196e-04,1.000446,1,True,True,True,True
1326.599373,10.505627,9413.458679,2.842801,1.010247,3.0199e-04,1.000231,1,True,True,True,True
1326.620207,10.505646,9413.296127,2.843785,1.010230,3.0210e-04,1.000217,1,True,True,True,True
1326.641041,10.505546,9414.156766,2.844177,1.010322,3.0212e-04,1.000312,1,True,True,True,True
1326.661874,10.505829,9411.706851,2.844792,1.010059,3.0226e-04,1.000055,1,True,True,True,True
1326.682708,10.505478,9414.747313,2.844470,1.010386,3.0213e-04,1.000382,1,True,True,True,True
1326.703542,10.505736,9412.508932,2.844071,1.010145,3.0216e-04,1.000148,1,True,True,True,True
1326.724376,10.505481,9414.727997,2.844706,1.010384,3.0215e-04,1.000387,1,True,True,True,True
1326.745210,10.505554,9414.095286,2.843782,1.010316,3.0208e-04,1.000324,1,True,True,True,True
1326.766044,10.505986,9410.347898,2.844499,1.009914,3.0227e-04,0.999929,1,True,True,True,True
1326.786878,10.505275,9416.511754,2.844980,1.010575,3.0213e-04,1.000588,1,True,True,True,True
1326.807712,10.505346,9415.892276,2.845532,1.010509,3.0221e-04,1.000525,1,True,True,True,True
1326.828545,10.505353,9415.832927,2.846095,1.010502,3.0227e-04,1.000523,1,True,True,True,True
1326.849379,10.505351,9415.853833,2.846776,1.010504,3.0234e-04,1.000528,1,True,True,True,True
1326.870213,10.505963,9410.546555,2.846097,1.009935,3.0244e-04,0.999968,1,True,True,True,True
1326.891047,10.505890,9411.180344,2.845916,1.010003,3.0240e-04,1.000039,1,True,True,True,True
1326.911881,10.506302,9407.608011,2.843868,1.009619,3.0229e-04,0.999663,1,True,True,True,True
1326.932715,10.505325,9416.076771,2.843654,1.010528,3.0200e-04,1.000567,1,True,True,True,True
1326.953549,10.505487,9414.675560,2.841663,1.010378,3.0183e-04,1.000421,1,True,True,True,True
1326.974382,10.506338,9407.291565,2.839734,1.009586,3.0187e-04,0.999640,1,True,True,True,True
1326.995216,10.506505,9405.846270,2.839800,1.009430,3.0192e-04,0.999490,1,True,True,True,True
1327.016050,10.506034,9409.934092,2.840629,1.009869,3.0188e-04,0.999928,1,True,True,True,True
1327.036884,10.506221,9408.306309,2.839902,1.009694,3.0185e-04,0.999759,1,True,True,True,True
1327.057718,10.505723,9412.630174,2.841115,1.010158,3.0184e-04,1.000222,1,True,True,True,True
1327.078552,10.506023,9410.026981,2.841482,1.009879,3.0196e-04,0.999949,1,True,True,True,True
1327.099385,10.505581,9413.860191,2.843606,1.010290,3.0207e-04,1.000360,1,True,True,True,True
1327.120219,10.506568,9405.305539,2.842478,1.009372,3.0222e-04,0.999454,1,True,True,True,True
1327.141053,10.506602,9405.007654,2.843292,1.009340,3.0232e-04,0.999426,1,True,True,True,True
1327.161887,10.509141,9383.044618,2.840622,1.006983,3.0274e-04,0.997096,1,True,True,True,True
1327.182721,10.506129,9409.106200,2.845032,1.009780,3.0237e-04,0.999869,1,True,True,True,True
1327.203555,10.506595,9405.070534,2.843262,1.009347,3.0231e-04,0.999444,1,True,True,True,True
1327.224389,10.506017,9410.079677,2.843620,1.009885,3.0219e-04,0.999980,1,True,True,True,True
1327.245222,10.506135,9409.055009,2.843328,1.009775,3.0219e-04,0.999874,1,True,True,True,True
1327.266056,10.505959,9410.578429,2.842133,1.009938,3.0201e-04,1.000040,1,True,True,True,True
1327.286890,10.506094,9409.407647,2.840134,1.009813,3.0184e-04,0.999919,1,True,True,True,True
1327.307724,10.506064,9409.672798,2.839151,1.009841,3.0173e-04,0.999951,1,True,True,True,True
1327.328558,10.506462,9406.221391,2.838694,1.009471,3.0179e-04,0.999588,1,True,True,True,True
1327.349392,10.506459,9406.245798,2.839032,1.009473,3.0182e-04,0.999594,1,True,True,True,True
1327.370226,10.506438,9406.428827,2.838794,1.009493,3.0179e-04,0.999617,1,True,True,True,True
1327.391059,10.506360,9407.102851,2.839128,1.009565,3.0181e-04,0.999692,1,True,True,True,True
1327.411893,10.506476,9406.100580,2.839440,1.009458,3.0187e-04,0.999589,1,True,True,True,True
1327.432727,10.505550,9414.124308,2.841983,1.010319,3.0189e-04,1.000446,1,True,True,True,True
1327.453561,10.506546,9405.490071,2.842857,1.009392,3.0226e-04,0.999532,1,True,True,True,True
1327.474395,10.505158,9417.523057,2.845324,1.010684,3.0213e-04,1.000814,1,True,True,True,True
1327.495229,10.506180,9408.662791,2.845964,1.009733,3.0248e-04,0.999876,1,True,True,True,True
1327.516062,10.505775,9412.173240,2.847195,1.010109,3.0250e-04,1.000253,1,True,True,True,True
1327.536896,10.505744,9412.444387,2.849280,1.010139,3.0271e-04,1.000285,1,True,True,True,True
1327.557730,10.506163,9408.809689,2.850230,1.009748,3.0293e-04,0.999902,1,True,True,True,True
1327.578564,10.506236,9408.182543,2.852895,1.009681,3.0324e-04,0.999839,1,True,True,True,True
1327.599398,10.506508,9405.826352,2.853264,1.009428,3.0335e-04,0.999593,1,True,True,True,True
1327.620232,10.506242,9408.126580,2.854096,1.009675,3.0336e-04,0.999841,1,True,True,True,True
1327.641066,10.505795,9412.002267,2.854294,1.010091,3.0326e-04,1.000256,1,True,True,True,True
1327.661899,10.505742,9412.462477,2.854405,1.010140,3.0326e-04,1.000309,1,True,True,True,True
1327.682733,10.505865,9411.396891,2.855015,1.010026,3.0336e-04,1.000199,1,True,True,True,True
1327.703567,10.506146,9408.955685,2.854255,1.009764,3.0336e-04,0.999943,1,True,True,True,True
1327.724401,10.506460,9406.241003,2.854423,1.009473,3.0346e-04,0.999658,1,True,True,True,True
1327.745235,10.506459,9406.244940,2.854941,1.009473,3.0352e-04,0.999662,1,True,True,True,True
1327.766069,10.506032,9409.945204,2.855374,1.009870,3.0344e-04,1.000059,1,True,True,True,True
1327.786902,10.506598,9405.039911,2.854688,1.009344,3.0353e-04,0.999541,1,True,True,True,True
1327.807736,10.506243,9408.122352,2.854922,1.009675,3.0345e-04,0.999873,1,True,True,True,True
1327.828570,10.506434,9406.468282,2.854920,1.009497,3.0351e-04,0.999700,1,True,True,True,True
1327.870238,10.505466,9414.858257,2.855402,1.010398,3.0329e-04,1.000599,1,True,True,True,True
1327.891072,10.506040,9409.874514,2.853346,1.009863,3.0323e-04,1.000073,1,True,True,True,True
1327.911905,10.505954,9410.620946,2.852560,1.009943,3.0312e-04,1.000156,1,True,True,True,True
1327.932739,10.505850,9411.523623,2.851448,1.010040,3.0297e-04,1.000256,1,True,True,True,True
1327.953573,10.506345,9407.234413,2.849462,1.009579,3.0290e-04,0.999803,1,True,True,True,True
1327.974407,10.506064,9409.666488,2.848862,1.009840,3.0276e-04,1.000065,1,True,True,True,True
1327.995241,10.506407,9406.695181,2.847649,1.009522,3.0273e-04,0.999753,1,True,True,True,True
1328.016075,10.506283,9407.774793,2.846948,1.009637,3.0262e-04,0.999872,1,True,True,True,True
1328.036908,10.505741,9412.473672,2.847432,1.010142,3.0252e-04,1.000375,1,True,True,True,True
1328.057742,10.506060,9409.704868,2.847226,1.009845,3.0258e-04,1.000084,1,True,True,True,True
1328.078576,10.506521,9405.707074,2.847711,1.009415,3.0276e-04,0.999663,1,True,True,True,True
1328.099410,10.506426,9406.535986,2.848124,1.009504,3.0278e-04,0.999754,1,True,True,True,True
1328.120244,10.505870,9411.355170,2.849756,1.010022,3.0280e-04,1.000270,1,True,True,True,True
1328.141078,10.505867,9411.374587,2.849167,1.010024,3.0274e-04,1.000276,1,True,True,True,True
1328.161911,10.506498,9405.905955,2.849052,1.009437,3.0290e-04,0.999698,1,True,True,True,True
1328.182745,10.506064,9409.674309,2.849773,1.009841,3.0286e-04,1.000102,1,True,True,True,True
1328.203579,10.506163,9408.810624,2.848460,1.009749,3.0274e-04,1.000014,1,True,True,True,True
1328.224413,10.506098,9409.374975,2.847894,1.009809,3.0267e-04,1.000078,1,True,True,True,True
1328.245247,10.506564,9405.336843,2.847174,1.009376,3.0272e-04,0.999652,1,True,True,True,True
1328.266081,10.505566,9413.982880,2.847877,1.010304,3.0252e-04,1.000575,1,True,True,True,True
1328.286914,10.506386,9406.877131,2.846558,1.009541,3.0260e-04,0.999823,1,True,True,True,True
1328.307748,10.505781,9412.120756,2.846104,1.010104,3.0239e-04,1.000384,1,True,True,True,True
1328.328582,10.506167,9408.779271,2.845272,1.009745,3.0241e-04,1.000032,1,True,True,True,True
1328.349416,10.506126,9409.132614,2.845376,1.009783,3.0241e-04,1.000074,1,True,True,True,True
1328.370250,10.505963,9410.542845,2.845347,1.009934,3.0236e-04,1.000227,1,True,True,True,True
1328.391084,10.505979,9410.409161,2.845315,1.009920,3.0236e-04,1.000216,1,True,True,True,True
1328.411917,10.506502,9405.877302,2.844576,1.009434,3.0243e-04,0.999738,1,True,True,True,True
1328.432751,10.506453,9406.302457,2.845203,1.009479,3.0248e-04,0.999787,1,True,True,True,True
1328.453585,10.506284,9407.764294,2.846255,1.009636,3.0254e-04,0.999946,1,True,True,True,True
1328.474419,10.506239,9408.152172,2.846955,1.009678,3.0261e-04,0.999991,1,True,True,True,True
1328.495253,10.506781,9403.456094,2.846666,1.009174,3.0273e-04,0.999495,1,True,True,True,True
1328.516086,10.506018,9410.070238,2.849096,1.009884,3.0277e-04,1.000202,1,True,True,True,True
1328.536920,10.505838,9411.625503,2.850672,1.010051,3.0289e-04,1.000371,1,True,True,True,True
1328.557754,10.506211,9408.396372,2.851811,1.009704,3.0311e-04,1.000031,1,True,True,True,True
1328.578588,10.506297,9407.649422,2.853443,1.009624,3.0331e-04,0.999956,1,True,True,True,True
1328.599422,10.506346,9407.222937,2.854177,1.009578,3.0340e-04,0.999914,1,True,True,True,True
1328.620256,10.505933,9410.809299,2.855342,1.009963,3.0341e-04,1.000299,1,True,True,True,True
1328.641089,10.506368,9407.039421,2.854757,1.009558,3.0347e-04,0.999902,1,True,False,False,True
1331.766157,10.508069,9392.305416,2.824623,1.007977,3.0074e-04,0.999697,2,True,True,True,True
1331.786991,10.508015,9392.773082,2.824297,1.008027,3.0069e-04,0.999762,2,True,True,True,True
1331.807825,10.507899,9393.777038,2.824550,1.008135,3.0068e-04,0.999884,2,True,True,True,True
1331.828658,10.507987,9393.021662,2.824286,1.008054,3.0068e-04,0.999819,2,True,True,True,True
1331.849492,10.507991,9392.987664,2.823614,1.008050,3.0061e-04,0.999831,2,True,True,True,True
1331.870326,10.508253,9390.714745,2.822828,1.007807,3.0060e-04,0.999604,2,True,True,True,True
1331.891160,10.508228,9390.936627,2.822669,1.007830,3.0057e-04,0.999643,2,True,True,True,True
1331.911993,10.507922,9393.579854,2.822570,1.008114,3.0048e-04,0.999940,2,True,True,True,True
1331.932827,10.508161,9391.517969,2.821748,1.007893,3.0046e-04,0.999736,2,True,True,True,True
1331.953661,10.507740,9395.157080,2.822227,1.008283,3.0039e-04,1.000138,2,True,True,True,True
