time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
2036.286018,14.704328,196.910510,0.830912,0.956365,4.2197e-03,0.981776,1,True,False,True,False
2036.292962,14.692958,198.983347,0.834159,0.966432,4.1921e-03,0.992097,1,True,True,True,True
2036.299907,14.702383,197.263602,0.830668,0.958080,4.2110e-03,0.983508,1,True,True,True,False
2036.306852,14.703918,196.984894,0.830813,0.956726,4.2176e-03,0.982104,1,True,True,True,False
2036.313796,14.702819,197.184254,0.830873,0.957694,4.2137e-03,0.983084,1,True,True,True,False
2036.320741,14.703015,197.148778,0.831315,0.957522,4.2167e-03,0.982893,1,True,True,True,False
2036.327685,14.702950,197.160543,0.830869,0.957579,4.2142e-03,0.982937,1,True,True,True,False
2036.334630,14.711828,195.554861,0.828864,0.949780,4.2385e-03,0.974917,1,True,True,True,False
2036.341575,14.697073,198.230633,0.831680,0.962776,4.1955e-03,0.988243,1,True,True,True,True
2036.348519,14.712492,195.435426,0.828579,0.949200,4.2397e-03,0.974294,1,True,True,True,False
2036.355464,14.704068,196.957671,0.830618,0.956594,4.2172e-03,0.981868,1,True,True,True,False
2036.362408,14.709057,196.054660,0.829364,0.952208,4.2303e-03,0.977352,1,True,True,True,False
2036.369353,14.710696,195.758859,0.828973,0.950771,4.2347e-03,0.975863,1,True,True,True,False
2036.376298,14.708482,196.158458,0.830247,0.952712,4.2325e-03,0.977841,1,True,True,True,False
2036.383242,14.709886,195.905079,0.829106,0.951481,4.2322e-03,0.976563,1,True,True,True,False
2036.390187,14.712656,195.405816,0.828467,0.949057,4.2397e-03,0.974060,1,True,True,True,False
2036.397131,14.704740,196.835681,0.829696,0.956001,4.2152e-03,0.981174,1,True,True,True,False
2036.404076,14.713409,195.270430,0.828408,0.948399,4.2424e-03,0.973357,1,True,True,True,False
2036.411021,14.710954,195.712346,0.828553,0.950545,4.2335e-03,0.975546,1,True,True,True,False
