time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328506,11.594844,3451.934795,1.824720,1.008916,5.2861e-04,1.000205,1,True,True,True,True
1325.349340,11.596340,3447.179061,1.825418,1.007526,5.2954e-04,0.998861,1,True,True,True,True
1325.370174,11.595433,3450.062212,1.827536,1.008369,5.2971e-04,0.999730,1,True,True,True,True
1325.391008,11.595120,3451.057360,1.830333,1.008659,5.3037e-04,1.000052,1,True,True,True,True
1325.411841,11.595747,3449.063225,1.830688,1.008077,5.3078e-04,0.999508,1,True,True,True,True
1325.432675,11.595309,3450.453888,1.833174,1.008483,5.3128e-04,0.999945,1,True,True,True,True
1325.453509,11.596830,3445.625517,1.833578,1.007072,5.3215e-04,0.998579,1,True,True,True,True
1325.474343,11.593948,3454.783212,1.836179,1.009748,5.3149e-04,1.001267,1,True,True,True,True
1325.495177,11.595584,3449.583004,1.836787,1.008229,5.3247e-04,0.999794,1,True,True,True,True
1325.516011,11.595970,3448.353909,1.838727,1.007869,5.3322e-04,0.999471,1,True,True,True,True
1325.536845,11.595728,3449.124452,1.840432,1.008094,5.3359e-04,0.999728,1,True,True,True,True
1325.557679,11.595044,3451.297669,1.842608,1.008730,5.3389e-04,1.000392,1,True,True,True,True
1325.578513,11.595300,3450.482958,1.844071,1.008492,5.3444e-04,1.000190,1,True,True,True,True
1325.599347,11.596478,3446.743312,1.844975,1.007399,5.3528e-04,0.999139,1,True,True,True,True
1325.620181,11.596871,3445.495756,1.846030,1.007034,5.3578e-04,0.998811,1,True,True,True,True
1325.641014,11.595510,3449.815638,1.847406,1.008297,5.3551e-04,1.000098,1,True,True,True,True
1325.661848,11.594831,3451.975501,1.846820,1.008928,5.3500e-04,1.000757,1,True,True,True,True
1325.682682,11.593855,3455.078866,1.847453,1.009835,5.3471e-04,1.001691,1,True,True,True,True
1325.703516,11.595642,3449.395600,1.846636,1.008174,5.3535e-04,1.000077,1,True,True,True,True
1325.724350,11.597052,3444.918989,1.847436,1.006865,5.3628e-04,0.998813,1,True,True,True,True
1325.745184,11.595752,3449.046200,1.848179,1.008072,5.3585e-04,1.000043,1,True,True,True,True
1325.766018,11.595327,3450.397543,1.849725,1.008467,5.3609e-04,1.000469,1,True,True,True,True
1325.786852,11.595294,3450.502615,1.851369,1.008497,5.3655e-04,1.000533,1,True,True,True,True
1325.807686,11.596279,3447.374096,1.852155,1.007583,5.3727e-04,0.999660,1,True,True,True,True
1325.828519,11.595710,3449.181934,1.852975,1.008111,5.3722e-04,1.000218,1,True,True,True,True
1325.849353,11.596082,3448.000523,1.853675,1.007766,5.3761e-04,0.999909,1,True,True,True,True
1325.870187,11.595204,3450.788654,1.853419,1.008581,5.3710e-04,1.000751,1,True,True,True,True
1325.891021,11.595209,3450.771897,1.853172,1.008576,5.3703e-04,1.000780,1,True,True,True,True
1325.911855,11.595047,3451.289062,1.851798,1.008727,5.3655e-04,1.000964,1,True,True,True,True
1325.932689,11.596518,3446.615203,1.851681,1.007361,5.3725e-04,0.999642,1,True,True,True,True
1325.953523,11.596854,3445.549490,1.850514,1.007050,5.3707e-04,0.999367,1,True,True,True,True
1325.974357,11.597361,3443.939906,1.849894,1.006579,5.3714e-04,0.998934,1,True,True,True,True
1325.995191,11.596385,3447.037702,1.851629,1.007485,5.3717e-04,0.999866,1,True,True,True,True
1326.016024,11.595996,3448.271378,1.852608,1.007845,5.3726e-04,1.000258,1,True,True,True,True
1326.036858,11.596536,3446.558352,1.853483,1.007344,5.3778e-04,0.999795,1,True,True,True,True
1326.057692,11.595882,3448.633981,1.853639,1.007951,5.3750e-04,1.000430,1,True,True,True,True
1326.078526,11.597504,3443.485166,1.853907,1.006446,5.3838e-04,0.998971,1,True,True,True,True
1326.099360,11.596184,3447.677183,1.856176,1.007671,5.3838e-04,1.000220,1,True,True,True,True
1326.120194,11.596741,3445.908632,1.854987,1.007155,5.3832e-04,0.999741,1,True,True,True,True
1326.141028,11.596636,3446.239363,1.855871,1.007251,5.3852e-04,0.999871,1,True,True,True,True
1326.161862,11.596692,3446.062019,1.856612,1.007199,5.3876e-04,0.999853,1,True,True,True,True
1326.182695,11.595417,3450.113526,1.857598,1.008384,5.3842e-04,1.001063,1,True,True,True,True
1326.203529,11.596975,3445.165097,1.857272,1.006937,5.3910e-04,0.999660,1,True,True,True,True
1326.224363,11.596097,3447.952737,1.858139,1.007752,5.3891e-04,1.000503,1,True,True,True,True
