time,mag,reg_oflux,eflux,nflux_ori,nflux_err,nflux_dtr,lc_part,pass_sparse,pass_clean_outlier,pass_clean_scatter,pass_full_outlier
1325.328506,11.374772,4227.575755,1.970548,1.007367,4.6612e-04,0.998318,1,True,True,True,True
1325.349340,11.373792,4231.390746,1.972879,1.008276,4.6625e-04,0.999234,1,True,True,True,True
1325.370174,11.374893,4227.101873,1.974154,1.007254,4.6702e-04,0.998237,1,True,True,True,True
1325.391008,11.374915,4227.015743,1.975231,1.007234,4.6729e-04,0.998231,1,True,True,True,True
1325.411841,11.375419,4225.055709,1.976593,1.006767,4.6783e-04,0.997784,1,True,True,True,True
1325.432675,11.374246,4229.623714,1.978640,1.007855,4.6781e-04,0.998878,1,True,True,True,True
1325.453509,11.374790,4227.503532,1.979902,1.007350,4.6834e-04,0.998392,1,True,True,True,True
1325.474343,11.375212,4225.862063,1.980498,1.006959,4.6866e-04,0.998020,1,True,True,True,True
1325.495177,11.375249,4225.717931,1.981833,1.006925,4.6899e-04,0.998001,1,True,True,True,True
1325.516011,11.374302,4229.402479,1.983535,1.007803,4.6899e-04,0.998887,1,True,True,True,True
1325.536845,11.374669,4227.974802,1.985439,1.007462,4.6960e-04,0.998565,1,True,True,True,True
1325.557679,11.374519,4228.557214,1.987116,1.007601,4.6993e-04,0.998718,1,True,True,True,True
1325.578513,11.375235,4225.772727,1.987995,1.006938,4.7045e-04,0.998075,1,True,True,True,True
1325.599347,11.374673,4227.957950,1.989047,1.007458,4.7045e-04,0.998606,1,True,True,True,True
1325.620181,11.374096,4230.207884,1.991316,1.007995,4.7074e-04,0.999153,1,True,True,True,True
1325.641014,11.375429,4225.017334,1.989660,1.006758,4.7092e-04,0.997942,1,True,True,True,True
1325.661848,11.374244,4229.629982,1.991024,1.007857,4.7073e-04,0.999047,1,True,True,True,True
1325.682682,11.374511,4228.590883,1.991135,1.007609,4.7087e-04,0.998817,1,True,True,True,True
1325.703516,11.374821,4227.383414,1.990009,1.007322,4.7074e-04,0.998547,1,True,True,True,True
1325.724350,11.374740,4227.698159,1.990494,1.007397,4.7082e-04,0.998637,1,True,True,True,True
1325.745184,11.376055,4222.582457,1.991050,1.006178,4.7152e-04,0.997443,1,True,True,True,True
1325.766018,11.374697,4227.867074,1.992244,1.007437,4.7122e-04,0.998707,1,True,True,True,True
1325.786852,11.374796,4227.478901,1.993414,1.007344,4.7154e-04,0.998631,1,True,True,True,True
1325.807686,11.374600,4228.245275,1.994608,1.007527,4.7173e-04,0.998827,1,True,True,True,True
1325.828519,11.375175,4226.006468,1.995601,1.006993,4.7222e-04,0.998313,1,True,True,True,True
1325.849353,11.375033,4226.557567,1.995271,1.007125,4.7208e-04,0.998459,1,True,True,True,True
1325.870187,11.375947,4223.002234,1.993845,1.006278,4.7214e-04,0.997634,1,True,True,True,True
1325.891021,11.375058,4226.460983,1.993495,1.007102,4.7167e-04,0.998466,1,True,True,True,True
1325.911855,11.374445,4228.847351,1.994464,1.007670,4.7163e-04,0.999045,1,True,True,True,True
