time,nflux_dtr,nflux_err,lc_part,pass_clean_scatter,pass_clean_outlier,pass_full_outlier
1325.328506,1.000258,0.0005045550000000001,8,True,True,True
1325.34934,0.9998294999999999,0.0005054,8,True,True,True
1325.370174,1.00001,0.0005054149999999999,8,True,True,True
1325.391008,1.000308,0.000506425,8,True,True,True
1325.411841,0.9995905,0.000506895,8,True,True,True
1325.432675,1.0000275,0.0005071100000000001,8,True,True,True
1325.453509,0.999405,0.0005076449999999999,8,True,True,True
1325.474343,0.9991265,0.0005078999999999999,8,True,True,True
1325.495177,0.9999795,0.000508435,8,True,True,True
1325.516011,0.9997389999999999,0.000508635,8,True,True,True
1325.536845,1.0000705,0.000509075,8,True,True,True
1325.557679,0.9994285,0.00051,8,True,True,True
1325.578513,1.0004555,0.0005102150000000001,8,True,True,True
1325.599347,1.0001685,0.00051045,8,True,True,True
1325.620181,0.999508,0.000510735,8,True,True,True
1325.641014,0.9996935,0.0005106799999999999,8,True,True,True
1325.661848,1.0002115,0.000510705,8,True,True,True
1325.682682,0.9996700000000001,0.0005107149999999999,8,True,True,True
1325.703516,1.000096,0.000510875,8,True,True,True
1325.72435,0.9989385,0.000511365,8,True,True,True
1325.745184,0.999997,0.0005113,8,True,True,True
1325.766018,1.0000390000000001,0.0005117450000000001,8,True,True,True
1325.786852,1.000066,0.000512015,8,True,True,True
1325.807686,0.999662,0.000512305,8,True,True,True
1325.828519,0.999927,0.000512665,8,True,True,True
1325.849353,0.99983,0.00051263,8,True,True,True
1325.870187,1.000168,0.000512655,8,True,True,True
1325.891021,0.999726,0.0005123,8,True,True,True
1325.911855,0.9997815,0.00051232,8,True,True,True
1325.932689,0.9999880000000001,0.0005120249999999999,8,True,True,True
1325.953523,0.9991225,0.0005120249999999999,8,True,True,True
1325.974357,0.999507,0.0005120999999999999,8,True,True,True
1325.995191,0.999535,0.0005118,8,True,True,True
1326.016024,0.99981,0.00051248,8,True,True,True
1326.036858,1.000499,0.000512705,8,True,True,True
1326.057692,0.999857,0.0005126200000000001,8,True,True,True
1326.078526,0.9994915,0.000512675,8,True,True,True
1326.09936,0.999497,0.00051303,8,True,True,True
1326.120194,0.999587,0.000513035,8,True,True,True
1326.141028,0.9998644999999999,0.00051329,8,True,True,True
1326.161862,0.9998085,0.00051348,8,True,True,True
1326.182695,0.9999195,0.0005133900000000001,8,True,True,True
