time,nflux_dtr,nflux_err,lc_part,pass_clean_scatter,pass_clean_outlier,pass_full_outlier
1325.328506,0.9970755,0.0038753499999999996,10,True,True,True
1325.34934,1.001066,0.0038636,10,True,True,True
1325.370174,0.997664,0.0038799,10,True,True,True
1325.391008,0.997788,0.00391005,10,True,True,True
1325.411841,0.9982089999999999,0.0039197,10,True,True,True
1325.432675,1.0005745,0.00391825,10,True,True,True
1325.453509,0.9984124999999999,0.00393365,10,True,True,True
1325.474343,0.9972095,0.003936449999999999,10,True,True,True
1325.495177,0.9976324999999999,0.0039577,10,True,True,True
1325.516011,0.9990285,0.00397485,10,True,True,True
1325.536845,1.0000175,0.00398665,10,True,True,True
1325.557679,0.997258,0.0040101,10,True,True,True
1325.578513,1.00243,0.0039927999999999995,10,True,True,True
1325.599347,0.997591,0.00401465,10,True,True,True
1325.620181,1.0003195,0.004027,10,True,True,True
1325.641014,0.9984740000000001,0.0040160000000000005,10,True,True,True
1325.661848,1.0004974999999998,0.0040137,10,True,True,True
1325.682682,0.996698,0.00403465,10,True,True,True
1325.703516,1.0010625000000002,0.0040238,10,True,True,True
1325.72435,0.9961245000000001,0.00404415,10,True,True,True
1325.745184,0.9989165,0.00403065,10,True,True,True
1325.766018,0.9982845,0.00405635,10,True,True,True
1325.786852,1.0000434999999999,0.0040451,10,True,True,True
1325.807686,0.9987595,0.00406135,10,True,True,True
1325.828519,0.9979830000000001,0.0040809,10,True,True,True
1325.849353,0.9937155,0.00408925,10,True,True,True
1325.870187,0.995169,0.004074599999999999,10,True,True,True
1325.891021,0.9982869999999999,0.0040611,10,True,True,True
1325.911855,0.9982515,0.0040517999999999995,10,True,True,True
1325.932689,1.0004404999999998,0.00403945,10,True,True,True
1325.953523,0.9958605,0.0040642000000000005,10,True,True,True
1325.974357,0.996696,0.0040709000000000006,10,True,True,True
1325.995191,0.9982445,0.0040559,10,True,True,True
1326.016024,0.9970575,0.0040558,10,True,True,True
1326.036858,0.997706,0.004059,10,True,True,True
1326.057692,0.9981610000000001,0.0040739999999999995,10,True,True,True
1326.078526,0.9979104999999999,0.004066500000000001,10,True,True,True
1326.09936,0.9983124999999999,0.0040794,10,True,True,True
1326.120194,0.996534,0.00409555,10,True,True,True
1326.141028,0.996285,0.0040942,10,True,True,True
1326.161862,0.9971635,0.0040906,10,True,True,True
1326.182695,0.997235,0.0041012,10,True,True,True
1326.203529,0.997618,0.0041067,10,True,True,True
1326.224363,0.9991825,0.004111999999999999,10,True,True,True
1326.245197,0.9960505,0.004111,10,True,True,True
1326.266031,0.9951035,0.004113749999999999,10,True,True,True
1326.286865,0.9963245000000001,0.00410815,10,True,True,True
1326.307699,0.9972495,0.00411775,10,True,True,True
1326.328533,0.9980789999999999,0.004122499999999999,10,True,True,True
1326.349366,0.9967565,0.0041215,10,True,True,True
1326.3702,0.9952885,0.004147400000000001,10,True,True,True
1326.391034,0.9969495,0.00413505,10,True,True,True
1326.411868,0.99665,0.00415995,10,True,True,True
1326.432702,0.996221,0.0041586,10,True,True,True
1326.453536,0.995935,0.00416725,10,True,True,True
1326.47437,0.997141,0.0041837,10,True,True,True
1326.495204,0.99659,0.0041870499999999995,10,True,True,True
1326.516037,0.9962715,0.0041829499999999995,10,True,True,True
1326.536871,0.9979125,0.0041872,10,True,True,True
1326.557705,0.9980625,0.0041919,10,True,True,True
1326.578539,0.999005,0.004213150000000001,10,True,True,True
1326.599373,0.9999095,0.00420745,10,True,True,True
1326.620207,0.9956320000000001,0.0042366,10,True,True,True
1326.641041,1.00181,0.0042165499999999995,10,True,True,True
1326.661874,0.996075,0.0042217999999999995,10,True,True,True
1326.682708,0.995767,0.0042419499999999995,10,True,True,True
1326.703542,0.9962500000000001,0.0042434,10,True,True,True
1326.724376,0.99536,0.0042462,10,True,True,True
1326.74521,0.9962095,0.0042137,10,True,True,True
1326.766044,1.0001805,0.0042152,10,True,True,True
1326.786878,0.9977515,0.0042105,10,True,True,True
1326.807712,0.9949509999999999,0.004218400000000001,10,True,True,True
1326.828545,0.993995,0.004240900000000001,10,True,True,True
1326.849379,0.9978755,0.0042339000000000005,10,True,True,True
1326.870213,0.9984695,0.0042003000000000006,10,True,True,True
1326.891047,0.9977265,0.0042337,10,True,True,True
1326.911881,0.9973475,0.0042158000000000004,10,True,True,True
1326.932715,0.9949935000000001,0.00420015,10,True,True,True
1326.953549,0.9980150000000001,0.00417485,10,True,True,True
1326.974382,0.9958165,0.0041907,10,True,True,True
1326.995216,0.995596,0.0041893,10,True,True,True
1327.01605,0.9970075,0.0041695,10,True,True,True
1327.036884,0.997404,0.0041831,10,True,True,True
1327.057718,0.9985999999999999,0.0041692,10,True,True,True
1327.078552,0.998285,0.0041793,10,True,True,True
1327.099385,0.997609,0.00418005,10,True,True,True
1327.120219,0.9930755,0.0041919,10,True,True,True
1327.141053,0.9955,0.004194,10,True,True,True
1327.161887,0.9874435,0.0042321500000000005,10,True,True,True
1327.182721,0.995822,0.0041930000000000005,10,True,True,True
1327.203555,0.9969034999999999,0.004189,10,True,True,True
1327.224389,0.9946429999999999,0.0041873,10,True,True,True
1327.245222,0.995815,0.00417475,10,True,True,True
1327.266056,0.9967085,0.0041493,10,True,True,True
1327.28689,0.9965505,0.00414955,10,True,True,True
1327.307724,0.9963025000000001,0.0041636,10,True,True,True
1327.328558,0.997187,0.00412915,10,True,True,True
1327.349392,0.996714,0.0041511,10,True,True,True
1327.370226,0.996744,0.0041597,10,True,True,True
1327.391059,0.996324,0.0041586,10,True,True,True
1327.411893,0.99917,0.0041392,10,True,True,True
1327.432727,0.994027,0.00416625,10,True,True,True
1327.453561,0.9960675,0.0041619,10,True,True,True
1327.474395,0.9986455000000001,0.004170500000000001,10,True,True,True
1327.495229,0.996021,0.00418335,10,True,True,True
1327.516062,0.994943,0.0041945,10,True,True,True
1327.536896,0.9966135,0.00421525,10,True,True,True
1327.55773,0.9973920000000001,0.00422255,10,True,True,True
1327.578564,0.9990995,0.0042138,10,True,True,True
1327.599398,0.996769,0.004223,10,True,True,True
1327.620232,0.99647,0.0042328999999999995,10,True,True,True
1327.641066,1.0000805000000001,0.00423265,10,True,True,True
1327.661899,0.9967524999999999,0.0042467,10,True,True,True
1327.682733,0.9983005,0.00423135,10,True,True,True
1327.703567,0.998615,0.00422995,10,True,True,True
1327.724401,0.997637,0.0042346499999999995,10,True,True,True
1327.745235,0.99699,0.00424155,10,True,True,True
1327.766069,0.997382,0.00422415,10,True,True,True
1327.786902,0.9945975,0.004243149999999999,10,True,True,True
1327.807736,1.0001595,0.00422085,10,True,True,True
1327.82857,0.9937085,0.00423155,10,True,True,True
1327.870238,0.9995035,0.0042336000000000006,10,True,True,True
1327.891072,0.997297,0.004197350000000001,10,True,True,True
1327.911905,0.9990125000000001,0.004203200000000001,10,True,True,True
