time,nflux,n_lc
1.6041789590399276,0.9989670306565754,1
1.629786332683761,0.994387790853821,4
1.6553937063275943,0.9967152498289527,4
1.6810010799714277,0.9961638014985232,5
1.706608453615261,0.9945034079085849,5
1.7322158272590944,0.9976784323395185,5
1.7578232009029278,0.9974888875153873,5
1.7834305745467613,0.9967263133198743,5
1.8090379481905945,0.9944275623850228,5
1.834645321834428,1.001931344216401,5
1.8602526954782612,0.9992918406449671,5
1.8858600691220948,1.0008239945268445,5
1.9114674427659282,0.9996593176386375,5
1.9370748164097615,1.003015443087963,5
1.962682190053595,0.9965832880021701,7
1.9882895636974283,1.0017022670158022,7
2.0138969373412614,1.002867157565545,7
2.039504310985095,1.0017422741213182,7
2.0651116846289286,1.0009078963353208,6
2.0907190582727617,0.9995490853396123,7
2.116326431916595,1.0013750023197159,7
2.1419338055604284,1.0011304247566395,7
2.167541179204262,1.0009793198249455,7
2.193148552848095,1.0026951199340282,7
2.2187559264919288,0.9985128525147496,7
2.244363300135762,1.0009839652927912,7
2.2699706737795955,0.9991759402897525,7
2.2955780474234286,0.9988997561559979,7
2.3211854210672622,1.000478898921988,8
2.346792794711096,0.9990538794843631,8
2.372400168354929,0.9980754590481065,8
2.398007541998762,1.0002985492043832,8
2.4236149156425957,0.9980507185049227,8
2.4492222892864293,0.9983788997138989,7
2.4748296629302624,1.0003612177483359,7
2.5004370365740956,0.9996604406002338,8
2.526044410217929,0.9979796633831457,8
2.5516517838617627,1.0009154371145867,8
2.577259157505596,0.9983585010519717,8
2.6028665311494295,1.0007127652319152,8
2.6284739047932626,0.9974293976706794,10
2.654081278437096,0.9978974063274042,10
2.6796886520809293,0.9975316098520711,10
2.705296025724763,1.0001718209511785,10
2.7309033993685965,0.9982379517420235,10
2.7565107730124296,0.9998946864222549,9
2.782118146656263,0.996685160825878,10
2.8077255203000964,1.0014049764403943,10
2.83333289394393,1.0012835949272418,9
2.858940267587763,1.0010650230834546,9
2.8845476412315962,1.0008231708960613,8
2.91015501487543,1.0004913601085217,8
2.9357623885192634,1.0017135485480475,8
2.9613697621630966,1.0011779624174793,9
2.9869771358069297,1.0005890908490271,9
3.0125845094507633,0.998884640722184,9
3.038191883094597,1.0006905710224807,9
3.06379925673843,0.9989820574816592,9
3.0894066303822636,0.9994059729214892,9
3.115014004026097,1.0004454591901335,9
3.1406213776699303,0.9999163294931271,9
3.1662287513137635,0.9989992366640588,9
3.191836124957597,1.0001746195667236,9
3.2174434986014306,0.9980559925923955,9
3.243050872245264,0.9981563741029312,9
3.268658245889097,0.9965849482457366,9
3.2942656195329305,0.9960704918517119,9
3.319872993176764,0.9982631505471551,9
3.3454803668205972,0.9976172099661451,9
3.3710877404644304,0.9974817557323379,9
3.396695114108264,0.99809219241987,9
3.4223024877520976,0.998508116510734,9
3.4479098613959307,0.999552051189902,9
3.4735172350397643,0.9966021879665996,9
3.499124608683598,1.0000957863042916,9
3.524731982327431,0.999841478281073,10
3.550339355971264,0.9982392882460951,10
3.5759467296150977,0.9998846507255508,10
3.6015541032589313,1.0011361069901803,10
3.6271614769027645,0.9985465085820979,10
3.6527688505465976,1.000138691777095,10
3.678376224190431,0.9988910496110166,10
3.703983597834265,0.9987408029861817,10
3.729590971478098,0.9990527946412371,10
3.7551983451219315,1.0001932922998362,10
3.7808057187657647,1.0022083124626748,10
