time,nflux_dtr,nflux_err,lc_part,pass_clean_scatter,pass_clean_outlier,pass_full_outlier
1325.328506,1.006161,0.0071588,9,True,True,True
1325.34934,1.003127,0.0071941,9,True,True,True
1325.370174,0.994506,0.0073029,9,True,True,True
1325.391008,1.003435,0.0072374,9,True,True,True
1325.411841,1.003022,0.0073385,9,True,True,True
1325.432675,0.996142,0.0073773,9,True,True,True
1325.453509,0.998034,0.0073838,9,True,True,True
1325.474343,1.000724,0.0073812,9,True,True,True
1325.495177,1.004048,0.0073745,9,True,True,True
1325.516011,1.002828,0.0073901,9,True,True,True
1325.536845,0.99747,0.0075038,9,True,True,True
1325.557679,1.002379,0.0074156,9,True,True,True
1325.578513,0.997882,0.0074707,9,True,True,True
1325.599347,0.996636,0.007565,9,True,True,True
1325.620181,0.998367,0.0074853,9,True,True,True
1325.641014,0.998341,0.007494,9,True,True,True
1325.661848,0.998436,0.0075249,9,True,True,True
1325.682682,1.000247,0.007542,9,True,True,True
1325.703516,1.001377,0.0076578,9,True,True,True
1325.72435,1.002482,0.0077834,9,True,True,True
1325.745184,1.00707,0.007873,9,True,True,True
1325.766018,0.99756,0.0080691,9,True,True,True
1325.786852,1.002493,0.0079463,9,True,True,True
1325.807686,1.000738,0.0081346,9,True,True,True
1325.828519,0.999802,0.0080822,9,True,True,True
1325.849353,0.994417,0.0081766,9,True,True,True
1325.870187,1.002453,0.0080965,9,True,True,True
1325.891021,0.99903,0.0080613,9,True,True,True
1325.911855,1.000052,0.0081021,9,True,True,True
1325.932689,1.000027,0.0081113,9,True,True,True
1325.953523,0.996624,0.0081607,9,True,True,True
1325.974357,0.995741,0.0081745,9,True,True,True
1325.995191,0.998638,0.0082056,9,True,True,True
1326.016024,0.999669,0.008094,9,True,True,True
1326.036858,0.999206,0.0081465,9,True,True,True
1326.057692,0.998502,0.0081358,9,True,True,True
1326.078526,1.000115,0.0080735,9,True,True,True
1326.09936,0.995362,0.0080775,9,True,True,True
1326.120194,0.995923,0.0082181,9,True,True,True
1326.141028,0.996098,0.0081869,9,True,True,True
1326.161862,0.995691,0.00817,9,True,True,True
1326.182695,0.995983,0.0082157,9,True,True,True
1326.203529,0.998415,0.0082224,9,True,True,True
1326.224363,0.999085,0.0081871,9,True,True,True
1326.245197,0.996437,0.0082354,9,True,True,True
1326.266031,1.001381,0.0082734,9,True,True,True
1326.286865,1.000214,0.0082273,9,True,True,True
1326.307699,0.997478,0.0082538,9,True,True,True
1326.328533,0.998133,0.0082557,9,True,True,True
1326.349366,0.997256,0.008334,9,True,True,True
1326.3702,1.000111,0.0082568,9,True,True,True
1326.391034,0.998297,0.008372,9,True,True,True
1326.411868,0.995896,0.0083891,9,True,True,True
1326.432702,0.99572,0.0083894,9,True,True,True
1326.453536,1.002126,0.0084377,9,True,True,True
1326.47437,0.997457,0.0084403,9,True,True,True
1326.495204,1.001298,0.0083095,9,True,True,True
1326.516037,0.996766,0.0084777,9,True,True,True
1326.536871,1.002023,0.0084659,9,True,True,True
1326.557705,1.000234,0.0084356,9,True,True,True
1326.578539,0.998498,0.008442,9,True,True,True
1326.599373,0.999868,0.00853,9,True,True,True
1326.620207,1.002966,0.0085247,9,True,True,True
1326.641041,0.99848,0.0085768,9,True,True,True
1326.661874,0.995297,0.0085648,9,True,True,True
1326.682708,0.997175,0.0085475,9,True,True,True
1326.703542,0.995261,0.0086687,9,True,True,True
1326.724376,0.997226,0.0086531,9,True,True,True
1326.74521,0.993024,0.008661,9,True,True,True
1326.766044,0.993834,0.0085495,9,True,True,True
1326.786878,0.998484,0.0085479,9,True,True,True
1326.807712,0.998622,0.0085523,9,True,True,True
1326.828545,1.002409,0.008526,9,True,True,True
1326.849379,0.999535,0.0085449,9,True,True,True
1326.870213,0.999977,0.0085897,9,True,True,True
1326.891047,1.001117,0.0085255,9,True,True,True
1326.911881,0.998972,0.0084459,9,True,True,True
1326.932715,0.99852,0.0085178,9,True,True,True
1326.953549,1.002973,0.0084474,9,True,True,True
1326.974382,0.997929,0.0084575,9,True,True,True
1326.995216,0.999495,0.0083772,9,True,True,True
1327.01605,0.99763,0.0084093,9,True,True,True
1327.036884,1.001136,0.0083441,9,True,True,True
1327.057718,0.997334,0.0084099,9,True,True,True
1327.078552,1.000657,0.0083029,9,True,True,True
1327.099385,0.9978,0.0084749,9,True,True,True
1327.120219,1.000202,0.0084663,9,True,True,True
1327.141053,1.000447,0.0084318,9,True,True,True
1327.161887,0.990771,0.0085291,9,True,True,True
1327.182721,0.998023,0.0084066,9,True,True,True
1327.203555,0.997479,0.0084453,9,True,True,True
1327.224389,0.997485,0.0084133,9,True,True,True
1327.245222,0.999193,0.0084171,9,True,True,True
1327.266056,1.00227,0.0083421,9,True,True,True
1327.28689,0.999658,0.0083753,9,True,True,True
1327.307724,0.999764,0.0082703,9,True,True,True
1327.328558,0.99629,0.0083679,9,True,True,True
1327.349392,0.999839,0.0082736,9,True,True,True
1327.370226,0.999655,0.0083958,9,True,True,True
1327.391059,0.999959,0.0082224,9,True,True,True
1327.411893,1.003059,0.0083613,9,True,True,True
1327.432727,0.998147,0.0083932,9,True,True,True
1327.453561,1.007352,0.008347,9,True,True,True
1327.474395,0.999728,0.0083256,9,True,True,True
1327.495229,1.006027,0.0084256,9,True,True,True
1327.516062,0.998706,0.0083803,9,True,True,True
1327.536896,1.006475,0.0084176,9,True,True,True
1327.55773,0.991481,0.0084354,9,True,True,True
1327.578564,1.000848,0.0085301,9,True,True,True
1327.599398,1.002307,0.0085762,9,True,True,True
1327.620232,0.998103,0.0085638,9,True,True,True
1327.641066,1.001484,0.0086001,9,True,True,True
1327.661899,0.999126,0.0086179,9,True,True,True
1327.682733,0.997775,0.0087375,9,True,True,True
1327.703567,1.003775,0.0086499,9,True,True,True
1327.724401,1.003894,0.0086341,9,True,True,True
1327.745235,0.99269,0.0086887,9,True,True,True
1327.766069,1.002147,0.0086711,9,True,True,True
1327.786902,1.000763,0.0085764,9,True,True,True
1327.807736,0.998725,0.0085771,9,True,True,True
1327.82857,0.998,0.0086465,9,True,True,True
1327.870238,1.003455,0.0084824,9,True,True,True
1327.891072,1.002675,0.0086244,9,True,True,True
1327.911905,1.00267,0.008457,9,True,True,True
1327.932739,1.003246,0.0084736,9,True,True,True
1327.953573,1.000412,0.0084999,9,True,True,True
1327.974407,1.002161,0.0083576,9,True,True,True
1327.995241,0.999543,0.0084619,9,True,True,True
1328.016075,1.000263,0.0083431,9,True,True,True
1328.036908,1.002378,0.0083956,9,True,True,True
1328.057742,0.998532,0.0083404,9,True,True,True
1328.078576,0.996292,0.0084285,9,True,True,True
1328.09941,0.99875,0.0083671,9,True,True,True
1328.120244,0.99991,0.0083675,9,True,True,True
1328.141078,1.000205,0.0082741,9,True,True,True
1328.161911,1.005421,0.0083751,9,True,True,True
1328.182745,0.998889,0.0084257,9,True,True,True
1328.203579,0.996956,0.0082799,9,True,True,True
1328.224413,1.002593,0.0084202,9,True,True,True
1328.245247,0.99817,0.0084075,9,True,True,True
1328.266081,0.9989,0.0082082,9,True,True,True
