time,nflux,n_lc
1.5833454418275323,1.0026361180966725,4
1.6097444892688333,0.9983840051962826,4
1.6361435367101342,0.9997683579831644,4
1.662542584151435,1.0018584748390398,4
1.688941631592736,0.9990456337099848,4
1.7153406790340369,0.9999171216524546,5
1.7417397264753378,0.9980250436575464,5
1.7681387739166388,1.0017578681046597,5
1.7945378213579395,0.9996053416377453,5
1.8209368687992404,1.0003535927255738,5
1.8473359162405414,0.999501479867574,5
1.8737349636818421,1.0018768934115996,5
1.9001340111231433,0.9990367942589979,5
1.926533058564444,1.0013955428278327,5
1.952932106005745,1.0011116108055955,5
1.979331153447046,0.9996927561830841,6
2.0057302008883466,1.0001208464247866,6
2.032129248329648,0.9996248844043037,7
2.0585282957709485,1.000664797368852,7
2.0849273432122493,1.0002277704054898,7
2.1113263906535504,1.000640442827779,7
2.137725438094851,1.0006882755110929,7
2.164124485536152,1.0010832003283565,7
2.190523532977453,1.0014971594279356,7
2.2169225804187542,0.9996920035631924,7
2.243321627860055,1.0011652449680766,7
2.2697206753013557,0.9996545297133862,7
2.296119722742657,1.000014596630856,7
2.3225187701839576,0.9993190388771099,7
2.3489178176252583,1.0005189956307812,7
2.3753168650665595,0.9991924653373833,9
2.40171591250786,1.0007835096728979,9
2.428114959949161,1.0001301635223718,9
2.454514007390462,0.9991286520547187,9
2.480913054831763,1.000002063281498,9
2.507312102273064,1.0001101490872828,9
2.5337111497143647,1.0000644541817318,8
2.560110197155666,0.9979169682444087,8
2.5865092445969666,0.9996802322312568,9
2.6129082920382674,0.9992117776821584,9
2.6393073394795685,0.9998898474962779,10
2.6657063869208693,0.9996666192106298,10
2.69210543436217,0.9993399660406285,10
2.718504481803471,0.9995953625831324,10
2.744903529244772,0.9996181326308751,10
2.7713025766860726,0.9992053770935873,10
2.7977016241273738,0.9990868401026265,10
2.824100671568675,0.9990012147997844,10
2.8504997190099757,0.9980973967488276,10
2.8768987664512764,0.998794652264595,10
2.9032978138925776,0.998924925054125,10
2.9296968613338783,0.9993659301770887,10
2.956095908775179,1.000071531713184,10
2.98249495621648,1.0003690959074263,10
3.008894003657781,1.0005926679593742,10
3.0352930510990817,1.0005680951227758,10
3.061692098540383,1.0004918253134518,10
3.088091145981684,1.0003770901369582,10
3.1144901934229843,0.9999277727723359,10
3.1408892408642854,0.9991917693390041,10
3.1672882883055866,0.9994712436682643,10
3.1936873357468873,1.000029936141874,10
3.220086383188188,0.9992046544035768,10
3.2464854306294892,0.9990936270729842,10
3.27288447807079,0.998584279999017,10
3.2992835255120907,0.9979096559528191,10
3.325682572953392,0.997517154157486,10
3.3520816203946926,0.9977419088208249,10
3.3784806678359933,0.9994886196574206,10
3.4048797152772945,0.9990935918715689,10
3.4312787627185957,0.9972540214555956,10
3.457677810159896,1.0002505506975088,10
